time_in_2012,time_in_2013,time_in_2014,time_in_2015,AGE,GENDER,id
16099,16591,16587,14946,42,1,1759
15753,15584,15642,15424,57,-1,1760
14906,14760,17000,14859,37,-1,1761
18185,17559,18845,17506,54,1,1762
16771,15505,19693,17085,22,1,1763
12150,11637,12739,10955,47,1,1764
22101,21583,23004,21930,32,-1,1765
15947,16318,16062,14933,32,-1,1766
16244,15065,15635,16567,32,1,1767
15667,15445,14880,14934,42,1,1768
12490,12950,14586,14199,33,1,1769
12103,11531,11037,11368,27,1,1770
15536,14038,15378,14597,21,1,1771
13570,14213,14096,13970,47,1,1772
13189,14601,15278,16925,30,1,1773
11380,12732,12564,10855,26,1,1774
14038,13065,12761,13593,47,1,1775
15294,15319,14980,15988,28,-1,1776
18627,18321,17369,18352,42,1,1777
11616,21600,16288,15651,50,1,1778
11644,12827,13462,12516,47,1,1779
11889,11486,11552,11382,36,1,1780
14876,14273,15386,13675,42,1,1781
17716,18156,13543,15927,41,-1,1782
15865,18290,21600,17423,30,-1,1783
15166,14942,16129,15639,37,1,1784
13011,13518,12725,12440,46,1,1785
30512,29429,30611,30467,47,1,1786
18930,19224,19043,19638,34,1,1787
13982,13068,14128,13923,32,1,1788
20200,19271,19151,18782,21,1,1789
15691,15565,16163,16881,57,1,1790
13428,11459,12606,11854,33,1,1791
19981,19035,18102,19551,53,1,1792
15324,14907,15675,15670,52,1,1793
17279,18703,19078,18261,52,1,1794
14691,14271,15799,15799,21,-1,1795
19565,18277,19757,18542,27,1,1796
12350,12175,11531,12203,44,1,1797
17932,18216,16971,17471,44,1,1798
14968,13966,13439,13796,52,-1,1799
13468,14371,14710,13525,27,1,1800
14653,12395,14977,13982,34,1,1801
16950,14519,20625,17687,32,1,1802
14764,13524,13324,13941,27,1,1803
15535,15797,14500,14814,42,-1,1804
24362,23397,23009,24688,52,1,1805
12566,11370,10986,12035,54,1,1806
17252,19605,17294,15180,47,1,1807
14357,14650,15634,14725,37,-1,1808
14057,14760,15053,14977,47,-1,1809
13264,21600,12922,15968,44,1,1810
20029,20304,19650,21600,32,1,1811
15136,14881,15711,14370,21,-1,1812
15972,14595,14410,15503,47,1,1813
20127,19808,19517,19626,37,-1,1814
12385,11904,12229,12603,44,1,1815
20848,22075,22280,21600,21,1,1816
14880,13976,13377,14353,47,1,1817
13725,14564,14550,15755,41,-1,1818
13070,14487,13940,14135,55,-1,1819
14869,14730,14536,13922,37,1,1820
19878,18997,20496,19334,37,1,1821
13363,17369,15300,15811,44,-1,1822
21777,21806,20909,22199,27,-1,1823
12906,12584,12327,11665,42,-1,1824
18988,18726,17891,19220,37,1,1825
21377,21973,21272,22555,37,-1,1826
21206,19989,19840,20077,67,1,1827
15843,15126,15090,14806,44,1,1828
13509,14582,14517,13940,27,1,1829
22412,21939,22227,21142,52,1,1830
14177,14252,13462,13465,21,1,1831
14788,13578,16327,15092,47,1,1832
15516,19359,21600,18888,32,-1,1833
14368,14671,14093,13731,46,1,1834
17096,15225,14622,23133,66,1,1835
17777,17320,18671,18037,27,-1,1836
17733,17895,19003,17422,42,1,1837
14109,14241,14466,13432,37,1,1838
14663,15054,15387,13736,37,-1,1839
16878,16113,15914,17188,62,1,1840
13135,11956,13731,12746,36,1,1841
12939,16189,16464,17371,47,1,1842
16374,13657,13143,14922,60,1,1843
20429,19481,28918,23421,25,-1,1844
22079,21600,22392,21095,52,1,1845
13916,14170,16469,17203,66,1,1846
25673,27324,26777,27634,52,-1,1847
26471,25504,26154,25542,52,-1,1848
10765,11661,12594,11843,36,1,1849
17581,14860,21204,18822,32,-1,1850
17532,17345,17517,17666,27,1,1851
14873,12547,13917,14826,17,-1,1852
17436,21600,19728,21600,39,-1,1853
13486,14609,14474,13001,21,1,1854
16736,15751,16826,16976,37,1,1855
15373,21600,19613,17960,52,1,1856
13034,12586,12078,11965,38,1,1857
18003,17809,18679,17513,42,1,1858
16226,15434,15406,15174,32,-1,1859
13905,13917,15073,13981,42,1,1860
19280,16072,17352,21600,28,-1,1861
13981,13537,13719,14664,47,1,1862
15434,14744,15282,15448,27,-1,1863
29171,29480,29949,28728,42,-1,1864
17758,19032,17202,18280,27,-1,1865
21259,21097,20991,20738,47,1,1866
15061,14167,15031,13938,37,1,1867
13072,17744,18177,15559,40,1,1868
12718,13188,12567,13211,46,-1,1869
15178,16527,17175,17597,32,1,1870
18130,19126,18332,17505,37,1,1871
17778,18012,17908,16955,32,1,1872
12270,12479,13134,12988,42,1,1873
16670,16461,16773,14401,27,-1,1874
12966,11975,12264,11571,52,1,1875
20580,16992,23563,22783,63,1,1876
20016,21241,20405,20300,47,1,1877
16152,15102,16440,15330,46,1,1878
12952,13691,14358,13459,42,1,1879
16975,18074,18583,16897,53,-1,1880
13940,13840,14980,13993,47,1,1881
13392,21600,15407,21600,50,1,1882
25675,24186,24522,25395,47,1,1883
15661,14732,19551,18940,47,1,1884
17256,16673,17463,17399,44,1,1885
23549,22241,22494,22109,21,1,1886
17556,17716,18696,18852,52,1,1887
16238,17032,16482,15729,47,1,1888
18507,19168,18544,17084,26,1,1889
13472,14972,13180,13190,36,-1,1890
17790,16745,17876,18213,62,1,1891
16683,17286,15896,16569,27,1,1892
19262,18432,19858,18703,32,-1,1893
14621,13315,14338,14446,27,1,1894
13496,12490,12281,12798,32,1,1895
11809,11534,12154,11698,44,1,1896
23867,23387,23014,23260,47,-1,1897
13957,13978,13905,12990,30,-1,1898
21715,22669,22761,23094,32,-1,1899
14365,14443,15065,14588,32,1,1900
12203,19262,12624,14022,44,1,1901
14832,13923,13851,15037,52,1,1902
12942,13736,12266,12960,36,-1,1903
18841,19125,18819,18322,37,-1,1904
21400,19858,20208,20237,32,1,1905
13361,13567,14295,14198,44,1,1906
12788,12444,13085,12028,47,1,1907
17044,16339,17248,15685,42,-1,1908
15237,15446,14533,14904,56,1,1909
14586,14904,15092,13545,32,-1,1910
14693,16017,15643,15764,42,-1,1911
12781,13179,12263,12144,27,1,1912
16480,12409,18722,15310,47,-1,1913
21425,20994,20609,20988,32,-1,1914
10325,9775,10589,10029,36,1,1915
14598,15103,14720,15475,46,-1,1916
18607,18923,17874,18494,47,1,1917
21462,21554,21280,22005,19,1,1918
18107,18598,19593,18995,62,1,1919
13486,12423,21600,15604,23,-1,1920
18525,19419,18390,19387,47,1,1921
21203,21350,20784,20490,32,-1,1922
15781,21802,27610,21761,46,1,1923
16691,15218,19565,17809,45,-1,1924
15220,16314,15902,16523,42,1,1925
14156,15300,15282,14548,27,-1,1926
13141,13605,11845,11992,26,1,1927
11791,11778,12227,12589,27,1,1928
13278,13432,13536,13498,47,1,1929
13372,12871,13030,12180,41,1,1930
16679,17206,17343,16794,32,1,1931
17519,17840,16596,16774,44,1,1932
20489,20169,19440,20705,52,1,1933
13331,13908,16444,18703,44,1,1934
14858,14572,14439,15070,47,-1,1935
16991,16539,16121,16673,27,-1,1936
12199,14257,15927,17748,35,1,1937
18942,18401,18737,19176,37,1,1938
17199,17843,17453,18543,27,-1,1939
13449,14976,15973,16179,46,1,1940
26970,27348,28032,28067,44,-1,1941
12919,13014,13890,13095,47,1,1942
14545,13349,14171,14342,32,1,1943
10824,11947,11450,11808,27,-1,1944
25364,25111,26220,25159,47,1,1945
14020,14775,13541,14176,16,1,1946
17765,14575,13389,14981,40,1,1947
15656,15984,16082,14841,16,1,1948
16186,17192,15725,16207,27,1,1949
18077,16695,16990,17673,21,1,1950
14596,15303,17591,14766,23,-1,1951
14500,15440,14143,15069,42,-1,1952
21013,19924,20276,19656,42,-1,1953
14149,16675,13705,13189,30,-1,1954
14153,21600,13676,21600,34,1,1955
13081,11960,12752,12684,42,1,1956
16561,17941,17336,17119,32,1,1957
15968,16518,18049,15965,52,1,1958
17168,18367,18410,18762,47,1,1959
16840,15654,15872,16569,21,1,1960
18067,17945,18935,17514,21,1,1961
15854,17298,17553,16792,31,1,1962
14060,18072,14997,21600,39,1,1963
13091,15267,14111,15243,36,1,1964
17569,17815,17086,17090,37,1,1965
20501,21148,20954,19974,42,1,1966
12698,13273,13638,12986,32,1,1967
14990,16276,18211,14619,47,1,1968
15615,14113,15281,14984,27,1,1969
11082,11684,11488,12247,46,1,1970
17527,16437,17182,17388,27,-1,1971
17135,17848,17842,16748,37,-1,1972
18655,17961,15488,21600,62,1,1973
19034,20441,21335,19538,59,1,1974
14506,18279,16856,20538,36,1,1975
18537,18065,18521,17950,37,1,1976
14730,15686,14684,14883,42,1,1977
18288,19128,17988,18638,36,1,1978
19202,18827,18078,18473,46,1,1979
13703,13033,15572,12181,42,1,1980
13707,13234,12207,12628,47,-1,1981
16258,15632,15729,14787,32,1,1982
11989,12013,12648,12626,25,-1,1983
14918,14572,13625,14679,50,1,1984
16174,17213,16241,16306,27,1,1985
13141,13849,12823,13635,35,1,1986
17975,16877,18047,17512,54,1,1987
16567,16792,23798,11853,40,1,1988
16405,16059,16773,15938,47,-1,1989
21454,21566,20863,21105,47,1,1990
19694,17141,20210,20757,32,1,1991
15328,15350,15454,16184,50,1,1992
15914,14354,17245,16530,21,1,1993
20370,19527,19625,20517,32,-1,1994
15033,15655,15368,14232,52,1,1995
18369,18921,17216,17648,21,1,1996
9585,10670,10670,10194,47,1,1997
16175,16137,15252,16241,21,-1,1998
25001,25107,25605,24076,0,0,1999
17607,16172,17852,16794,47,1,2000
14862,13575,13787,13476,36,1,2001
19408,15848,21887,19950,27,-1,2002
13756,17347,18895,27083,33,1,2003
20890,21428,20953,18953,37,-1,2004
15349,13244,17029,15657,45,1,2005
24672,23982,24317,24413,24,-1,2006
24144,24192,23431,24748,32,-1,2007
17011,17022,17713,17869,47,-1,2008
14379,13867,13553,13549,53,-1,2009
13662,12968,12811,13660,21,-1,2010
17438,18088,17788,17223,43,-1,2011
12558,13955,12973,13535,21,1,2012
18479,18833,18091,19631,47,-1,2013
14132,13804,13268,13135,32,1,2014
18119,18097,18746,18034,67,1,2015
17642,18913,18146,19146,32,-1,2016
18582,18595,19568,19621,26,-1,2017
13091,13612,15673,15946,42,1,2018
22055,21445,21600,22459,32,1,2019
14548,15770,15738,14890,37,-1,2020
20531,20579,21451,21015,32,1,2021
14752,16340,17693,17410,40,1,2022
12955,12256,11798,12330,48,1,2023
11760,11481,12357,10629,42,1,2024
19375,18970,19682,19901,32,1,2025
19752,19493,19295,18497,32,1,2026
17787,19651,21047,19436,52,1,2027
12977,13505,13097,13586,44,1,2028
14514,13753,14871,14305,27,1,2029
13994,13995,13203,13432,44,1,2030
15180,18298,19550,16798,32,1,2031
20810,20281,21444,21546,42,1,2032
18411,16982,17025,17946,42,1,2033
14201,17297,16344,14875,40,1,2034
14334,11295,16103,12864,31,1,2035
20454,15406,18761,17861,36,-1,2036
17588,17495,16451,16136,70,1,2037
14612,15436,13942,14351,26,1,2038
15950,13865,16598,14679,48,1,2039
13890,13195,13344,13309,27,-1,2040
12107,12102,12367,12761,37,1,2041
18517,17438,18302,18822,21,1,2042
16127,17435,17158,17105,54,1,2043
17984,18416,19559,18928,27,-1,2044
16133,16816,16384,16419,52,1,2045
12564,12054,12567,14394,54,1,2046
11310,10348,10543,10271,52,1,2047
23816,22542,22842,23381,47,-1,2048
15233,15434,15720,22213,53,-1,2049
12456,14015,12849,13114,33,1,2050
25445,24035,24507,24822,52,-1,2051
11979,16285,11760,11095,29,1,2052
22323,23426,22586,22915,21,1,2053
15236,21600,19513,18501,42,1,2054
17322,17772,13300,21600,22,1,2055
14288,14833,14373,13857,27,1,2056
14199,17977,14668,14211,46,1,2057
16307,15565,16531,15392,27,-1,2058
15048,12962,18339,16268,64,1,2059
20912,20892,19735,20920,32,1,2060
15709,14669,18169,16297,46,1,2061
15877,15933,16805,15277,21,1,2062
13156,13130,16724,13464,29,1,2063
20902,19980,20403,20877,27,1,2064
20028,18783,19143,19687,67,1,2065
16748,18188,19044,16417,55,1,2066
13894,13473,12899,13062,37,1,2067
17456,20871,19572,18741,28,1,2068
19417,19242,20460,19298,32,1,2069
12937,13443,14211,12696,32,1,2070
17656,18176,17860,18116,32,1,2071
13646,10661,12180,13033,43,1,2072
20938,20555,20605,21564,47,-1,2073
19692,20473,19517,19305,42,-1,2074
14681,15580,14015,14262,32,1,2075
16235,15095,15260,15044,42,1,2076
20266,20657,21040,19951,47,-1,2077
17889,14082,19338,17824,23,1,2078
12475,13413,13932,12817,52,1,2079
17907,18222,17009,17180,32,1,2080
20080,20948,20883,20704,21,1,2081
16613,18092,15391,12950,52,1,2082
13532,14469,14675,14494,32,-1,2083
17797,17953,18131,17448,27,1,2084
16127,15933,15846,16175,52,-1,2085
16802,14941,18708,16251,27,1,2086
19752,21091,19543,20752,32,1,2087
13091,12766,13456,12796,45,1,2088
23554,22517,22909,22105,32,-1,2089
14352,16675,13511,12561,40,1,2090
10727,10692,11999,12134,37,1,2091
14432,14307,14391,15475,32,-1,2092
16736,17233,16745,15593,47,1,2093
19621,19975,20495,18539,41,1,2094
15043,16497,14927,15781,47,-1,2095
15590,16994,16478,13717,54,-1,2096
15159,15286,14304,13972,42,1,2097
18661,18826,18846,19347,57,1,2098
22242,20618,21359,21143,34,1,2099
14153,16006,13965,17830,35,1,2100
21252,21053,21877,20677,21,1,2101
16005,15076,14690,15119,62,1,2102
13709,12980,13426,14635,27,1,2103
11693,12729,11217,11589,52,1,2104
23678,22733,22861,23545,57,1,2105
14836,14669,15236,15210,42,-1,2106
15138,16064,15695,15715,43,-1,2107
13177,13062,13342,12968,44,1,2108
15689,14339,14932,15230,42,1,2109
18764,18387,19118,18047,37,1,2110
15725,14732,15979,15479,21,1,2111
17256,16790,18030,17672,47,-1,2112
14026,13381,13111,15232,43,1,2113
17550,17539,17808,17840,46,1,2114
21550,21985,22443,20791,52,1,2115
16403,16361,15443,15714,42,1,2116
16239,15629,18333,16802,23,1,2117
20207,20353,19716,19586,27,1,2118
15525,14797,15685,16149,37,-1,2119
17437,16900,18393,17923,27,1,2120
14098,15425,14281,14790,27,-1,2121
14843,15025,14430,14540,37,1,2122
10891,11601,10749,11813,42,1,2123
14508,16820,15929,16777,34,1,2124
17121,17184,16142,15781,47,1,2125
16507,16392,15442,16733,26,-1,2126
15751,14802,14307,15789,21,1,2127
14000,14660,14072,13684,47,1,2128
16585,17422,18751,19001,55,-1,2129
15014,13042,14236,15180,36,1,2130
13715,14689,14098,13467,26,-1,2131
13558,14493,13279,13662,37,1,2132
19008,19796,19538,18703,36,1,2133
11633,12239,11786,13079,27,1,2134
18689,13838,16443,16398,40,-1,2135
18742,16464,19984,21600,30,1,2136
17192,17007,16595,17500,32,1,2137
16918,17300,17360,16565,42,-1,2138
13404,16295,14553,14136,40,1,2139
13767,17417,13408,12162,47,1,2140
16343,16357,17495,17500,57,1,2141
16194,15273,14685,16161,52,1,2142
23818,23500,23555,23891,57,1,2143
12281,11984,12646,12548,52,1,2144
14803,13670,15905,12355,42,1,2145
15814,15077,14291,15125,44,1,2146
20374,19217,19197,20477,33,-1,2147
13373,13474,14984,13946,44,-1,2148
17562,15860,16071,20740,47,-1,2149
13813,13624,12649,12256,21,1,2150
17254,18122,17769,17197,27,-1,2151
16585,13075,19361,15504,27,1,2152
19934,20524,19344,20156,52,-1,2153
11745,16925,15267,14938,31,1,2154
18653,17482,17049,18840,43,1,2155
14153,13232,12993,13484,52,1,2156
18094,17393,18245,17109,34,-1,2157
13882,14629,13823,15078,27,1,2158
20936,21647,19940,20473,51,-1,2159
14470,13611,15492,13410,27,1,2160
14259,15039,13947,13415,23,-1,2161
14913,14262,14201,14231,53,-1,2162
24727,23959,24381,23736,37,1,2163
13808,13647,14395,14942,57,1,2164
18453,19498,19789,19493,37,-1,2165
19584,20007,18685,19798,27,1,2166
10167,11272,11294,10699,21,-1,2167
18121,19607,18874,18711,21,1,2168
19962,14979,24327,18746,21,-1,2169
12186,10840,11407,11215,47,1,2170
14718,14816,14468,13741,46,1,2171
13215,13617,12770,14135,57,1,2172
15220,16149,15997,21600,43,-1,2173
14737,14880,14498,14567,42,1,2174
10887,11020,10443,10027,23,1,2175
12767,13009,13679,13370,34,1,2176
21347,22121,21702,21054,32,-1,2177
20908,18955,22325,21600,35,-1,2178
14174,17997,12569,15106,35,-1,2179
17745,19401,20804,16887,47,1,2180
13787,14089,13945,13510,27,1,2181
14944,13272,13062,14136,44,1,2182
23679,24247,22891,23058,32,1,2183
20604,22079,21514,21600,26,-1,2184
20431,21314,19926,21159,21,1,2185
24082,24807,24162,24949,57,-1,2186
18987,18202,19293,19792,18,-1,2187
15022,14550,14566,14392,21,1,2188
17814,18735,17999,17882,42,1,2189
15036,14286,15150,13954,32,-1,2190
12140,12085,11195,11977,24,1,2191
13683,14035,13567,14368,27,-1,2192
23470,23623,22824,23912,32,1,2193
24847,24222,25057,25949,32,1,2194
12703,12095,13219,11841,47,1,2195
12220,11662,11232,13068,27,1,2196
16134,13990,17145,14736,44,-1,2197
12875,14411,13561,12899,34,1,2198
14686,15612,14145,14226,32,1,2199
21407,21901,21264,20810,32,-1,2200
12287,12341,12710,12691,40,1,2201
19570,19439,19796,19998,27,-1,2202
15518,15053,15055,15956,32,-1,2203
13315,14373,13793,14345,37,1,2204
17696,18472,17762,19045,57,1,2205
17138,17523,16467,17291,32,1,2206
14934,16545,14482,17218,31,1,2207
17278,16586,17083,17955,23,-1,2208
14958,17949,15939,14899,54,-1,2209
12242,15134,12278,12290,45,1,2210
17902,18390,17677,19070,42,1,2211
21144,21600,21420,21938,21,-1,2212
23907,23256,23626,22846,57,1,2213
16959,17509,18025,18554,32,1,2214
21338,22168,21600,21144,32,1,2215
13277,13896,12944,13136,32,1,2216
15984,16270,16009,15519,62,1,2217
14765,13742,13904,13089,27,1,2218
19622,18647,21600,15953,52,1,2219
20215,21194,20112,20784,27,1,2220
13333,15247,13143,13557,50,1,2221
15125,13952,15317,14172,32,1,2222
15271,13665,18234,16316,30,1,2223
26621,26181,27516,27549,27,1,2224
19125,18450,18200,18589,21,1,2225
14589,15554,15486,14693,47,1,2226
11096,12332,11481,10574,29,1,2227
19603,19561,20265,19410,32,1,2228
22702,21437,21913,21819,42,1,2229
14298,13168,13649,14564,32,1,2230
18733,18841,17820,17964,42,1,2231
19205,18893,19781,18260,27,-1,2232
14011,15204,15923,15103,32,-1,2233
16902,16826,17197,17150,45,1,2234
13893,14743,14475,13460,32,1,2235
12524,13409,13244,13552,52,1,2236
15274,16102,14994,16215,19,1,2237
23889,24450,24791,23758,37,-1,2238
13884,13594,12752,13809,26,1,2239
14422,15078,14580,15282,27,1,2240
18129,17816,14906,17147,37,-1,2241
21128,21072,21600,22183,32,1,2242
14609,17897,15045,14912,52,1,2243
14474,15022,15427,13820,27,-1,2244
18993,18259,17591,19001,46,-1,2245
11971,11711,11932,12652,21,1,2246
14010,12839,14467,12690,21,1,2247
17506,17888,17762,16589,27,-1,2248
18658,17859,17062,16961,37,1,2249
19198,19557,19532,18135,42,-1,2250
19971,20180,20251,20999,27,1,2251
13769,14950,13589,13842,52,1,2252
14046,13563,13198,12923,42,1,2253
11531,12358,12827,11448,32,1,2254
14714,15346,14653,14992,44,1,2255
16211,14949,15384,16565,32,-1,2256
14349,14258,14059,14154,32,1,2257
17485,17607,16749,18529,42,1,2258
12844,14025,14268,13424,34,-1,2259
16235,16241,18235,17688,57,1,2260
19536,19222,18865,18989,32,-1,2261
14767,12569,19266,21600,46,1,2262
15525,15177,14931,14463,46,-1,2263
14410,15392,15655,14700,32,1,2264
15044,14583,15120,16002,47,-1,2265
15382,14533,15254,14412,18,1,2266
26905,26659,26059,26953,57,-1,2267
15560,21155,18101,18769,38,1,2268
12160,11488,11680,10762,52,1,2269
20728,20615,20965,20025,21,1,2270
14913,14117,14322,15581,34,1,2271
18763,19917,19944,19517,37,1,2272
18849,19269,19067,19346,47,-1,2273
15361,13954,14936,15091,57,1,2274
15054,14682,15048,13869,47,1,2275
14713,13659,13628,13142,42,1,2276
10702,14769,12259,13621,32,1,2277
19140,19191,18354,19630,47,1,2278
15420,17435,16576,15605,36,1,2279
14578,15606,14440,14643,33,1,2280
12395,12784,13008,12772,46,1,2281
13229,11654,12730,11686,35,1,2282
18792,17889,18071,18162,21,1,2283
15150,12382,12583,12919,27,-1,2284
16317,15778,15979,17041,18,1,2285
13252,12706,13535,13380,37,1,2286
22511,22464,22913,23257,32,1,2287
19452,19478,18411,20004,37,-1,2288
17570,17295,14648,18838,36,-1,2289
20538,19462,18953,19895,21,1,2290
15261,13724,14512,15280,32,1,2291
12450,12887,13730,12454,37,1,2292
13081,13595,13209,14048,26,-1,2293
13085,13373,12319,13438,32,1,2294
9807,10620,10511,10345,27,1,2295
15848,16622,16102,15076,27,-1,2296
13322,14128,12941,12701,37,-1,2297
17785,18617,15503,21600,34,1,2298
21920,21164,20970,22496,57,-1,2299
13083,12290,11995,12802,47,1,2300
11131,10891,12511,12548,26,1,2301
11430,10392,10591,11001,20,1,2302
14463,14256,15174,15169,32,1,2303
11059,10970,11533,11433,42,1,2304
16975,16935,16154,17607,27,-1,2305
21035,21216,20061,20752,26,-1,2306
15221,15199,15124,14507,42,1,2307
14777,15545,15529,15399,62,1,2308
22405,22559,22854,22419,42,1,2309
19727,19515,20501,19230,42,-1,2310
14273,15048,13546,15444,27,1,2311
14123,15276,15424,16044,27,1,2312
16783,17374,16750,17911,44,-1,2313
16331,14920,18547,20956,40,1,2314
29431,30383,30257,30536,13,1,2315
15765,17200,17770,17892,42,1,2316
12290,13157,13246,11739,42,1,2317
24626,24034,23634,23172,42,-1,2318
19157,19618,16464,21600,34,-1,2319
17507,17895,17215,18523,42,1,2320
16481,16492,16050,16364,21,-1,2321
13494,13474,14107,14682,42,1,2322
17287,16672,16595,17278,42,-1,2323
20248,19851,21363,20850,42,1,2324
16568,16833,16745,17128,27,-1,2325
15283,15853,17340,15824,22,1,2326
20793,20199,20680,20314,62,1,2327
18312,16416,18179,18068,32,1,2328
14626,13290,15829,15356,34,1,2329
16793,15208,19303,16651,27,-1,2330
14816,14584,14100,14511,52,-1,2331
13387,13155,13881,12956,44,1,2332
16840,17097,16341,17348,37,-1,2333
19371,18648,18433,19204,42,1,2334
12056,12745,11359,12176,32,1,2335
15072,15339,15928,16177,57,1,2336
11167,11576,13799,16555,38,1,2337
14657,14561,21600,16281,29,-1,2338
17638,17514,18789,18622,37,-1,2339
11858,14118,14470,14341,34,1,2340
17943,18697,18760,17142,26,1,2341
18677,20601,21685,27572,34,-1,2342
15596,16311,17094,14771,40,1,2343
12513,12716,12873,11542,32,1,2344
12582,12683,13740,13976,27,-1,2345
12220,11880,11740,12616,42,1,2346
11450,10318,11005,11470,37,1,2347
14786,12717,12533,12907,35,1,2348
12924,14635,12087,14150,40,1,2349
20674,21193,20959,21030,27,1,2350
18846,19776,19988,19703,52,-1,2351
15033,15617,14984,14548,57,1,2352
18391,19448,18659,17906,57,1,2353
11289,11809,12649,11835,61,1,2354
12586,12413,13849,13575,52,1,2355
14117,16458,16956,21600,35,1,2356
12934,14109,14532,13250,34,-1,2357
16687,17204,16809,16342,27,-1,2358
14631,13248,13249,14106,47,1,2359
18602,18478,19207,19889,27,1,2360
16402,15254,16001,16772,37,1,2361
16224,17002,15956,16702,52,1,2362
11926,12606,12991,12552,27,1,2363
13562,13110,14214,17205,59,1,2364
14443,17785,14721,16614,40,-1,2365
16355,16024,21600,19186,44,1,2366
11861,11273,11856,12585,42,-1,2367
25662,25740,26294,24821,54,1,2368
20914,20491,20481,19440,42,-1,2369
16000,16250,15931,16115,46,1,2370
14383,15131,15554,15437,47,1,2371
22385,23229,22712,21764,21,-1,2372
19982,19264,19930,20714,42,1,2373
13940,13428,14621,14103,57,-1,2374
11988,21600,16873,14899,36,1,2375
13278,13287,13442,13768,52,1,2376
11037,12161,12685,11687,32,-1,2377
12611,13626,16298,14651,37,1,2378
20352,19547,19674,19243,37,-1,2379
14792,15285,14705,15894,36,1,2380
23169,22984,22166,21713,42,-1,2381
16067,17613,17117,16288,47,-1,2382
16200,17632,16173,17093,62,-1,2383
20694,20846,19649,20744,44,-1,2384
10849,10726,10984,11715,37,1,2385
17372,17723,17275,16405,27,-1,2386
23607,25235,23315,23218,37,-1,2387
12467,12329,12124,12749,45,-1,2388
11314,10389,11592,11611,21,1,2389
16546,16254,16878,16487,32,1,2390
11460,12493,13003,12943,42,1,2391
11559,12924,12173,12079,42,1,2392
16781,16542,16568,17823,37,1,2393
17741,18410,17399,16818,47,-1,2394
14246,14253,15568,15360,47,1,2395
25824,25668,25483,25454,36,1,2396
12523,12332,11073,11736,42,1,2397
15068,13629,14811,14283,47,1,2398
15553,15218,16021,17116,54,1,2399
13592,13258,13058,13736,47,1,2400
14701,14879,13904,14961,57,1,2401
18271,15475,14843,23240,44,1,2402
14208,13934,13648,14496,21,1,2403
18255,18025,18515,19132,27,1,2404
23118,19660,25503,23685,65,-1,2405
16176,16400,16664,15691,75,1,2406
16542,15870,16296,17238,37,1,2407
18423,19330,18610,19079,32,1,2408
15794,14536,15899,21329,56,1,2409
16163,16911,15753,17288,40,1,2410
17496,16729,17669,18245,37,-1,2411
17065,14439,17365,21600,27,1,2412
17127,16687,16884,17814,32,1,2413
13460,12726,12033,13142,27,1,2414
12791,13986,13741,13074,38,1,2415
12672,12454,16368,14156,17,1,2416
14156,13427,13074,13363,27,1,2417
13467,12760,12805,13545,32,1,2418
17073,18057,18090,16816,23,1,2419
21851,21522,22163,22597,42,1,2420
16144,15108,15549,16009,42,1,2421
12919,12944,14189,13601,37,1,2422
21069,20265,19093,21600,36,-1,2423
17411,18612,19211,18195,26,1,2424
14767,14951,14293,15171,37,-1,2425
24831,25746,25460,24612,57,1,2426
15213,19423,18549,21600,36,1,2427
12886,15052,14010,12681,35,1,2428
13917,15407,15088,14647,57,1,2429
10281,11263,11188,10475,32,1,2430
18941,19920,19537,19705,47,-1,2431
16778,16474,16796,15753,32,1,2432
16729,19350,17647,17342,27,-1,2433
24142,25615,25831,25010,37,1,2434
19071,16367,18279,20049,45,1,2435
12570,13187,14255,13162,37,1,2436
16178,14726,18286,16112,21,-1,2437
17832,16413,17039,19280,52,1,2438
14287,13739,13573,12670,32,1,2439
13517,13136,15744,12463,35,-1,2440
16923,17342,16622,16726,47,-1,2441
14375,17518,16167,16881,43,1,2442
21020,21600,21925,22418,32,1,2443
17228,16711,15934,16919,44,1,2444
15015,19593,21600,21600,34,1,2445
11362,11557,12630,11691,47,1,2446
13615,13468,13125,14085,32,1,2447
14434,14770,15590,15714,54,1,2448
15931,12889,14283,11596,46,1,2449
14993,13405,13474,14102,32,1,2450
14887,13859,15218,14951,27,1,2451
14604,18189,15974,17027,43,-1,2452
15505,15473,14468,14870,37,1,2453
15630,15516,14533,15271,37,1,2454
14592,17123,18263,21600,35,1,2455
14306,15969,14125,21600,30,1,2456
16603,18862,23333,19425,52,1,2457
18161,18148,19522,19351,47,-1,2458
12117,13250,13627,12517,31,1,2459
13059,12690,13132,13261,52,1,2460
14505,14335,14370,14788,37,-1,2461
18384,19045,17140,17557,37,1,2462
22027,23177,22069,23045,21,-1,2463
21936,21733,20826,22111,21,1,2464
14041,13519,14465,14751,21,1,2465
15425,15593,14170,16207,55,-1,2466
17420,16691,16731,18058,27,1,2467
14780,14139,14137,14018,32,1,2468
18233,18184,16843,17178,32,1,2469
16180,16978,16806,16392,35,-1,2470
23152,23916,23782,24615,32,1,2471
18812,19611,18769,17994,62,1,2472
20099,19151,18845,20483,31,1,2473
17774,17909,17066,18792,44,1,2474
16955,19788,21600,20468,34,-1,2475
12545,14378,13371,12241,19,1,2476
16216,16507,17434,17364,21,1,2477
12927,13693,14461,14868,57,1,2478
18196,16994,18094,17217,36,1,2479
20400,20840,20340,19823,57,-1,2480
29092,28835,29201,27909,47,-1,2481
