time_in_2012,time_in_2013,time_in_2014,AGE,GENDER
12516,11914,11573,42,1
11705,17172,12728,52,1
19186,22749,22464,40,1
16688,17110,17965,23,1
15036,15471,15190,46,-1
13418,12291,12580,27,1
17986,17114,16705,16,-1
15769,14939,14835,37,1
15561,14888,16096,37,1
16869,15635,16051,21,-1
14732,14164,15480,27,1
20587,21689,21175,21,-1
11303,11650,12290,32,1
19590,18959,19067,32,1
11466,11337,12807,47,1
15672,15330,16047,27,1
16288,16398,16334,27,1
15728,16223,15126,37,1
10721,12093,12186,47,1
21913,22540,22366,52,1
19609,19820,19203,52,1
13534,12565,12899,27,1
22331,22120,21031,67,1
20105,18859,20402,27,1
14751,15678,14868,32,1
14002,15612,14535,32,1
15837,16120,15463,44,1
12352,13756,13729,32,-1
10617,11524,11757,47,1
15159,15051,14330,52,1
15438,15828,14639,27,1
16320,15149,17057,40,1
12867,13578,13006,42,1
23516,23123,22133,57,-1
21789,23094,22384,57,1
15114,14100,15052,19,1
19094,20136,20103,44,-1
18107,15139,15325,33,-1
22990,23464,23705,42,-1
14356,13268,13110,36,1
14735,13748,13170,27,1
26837,27185,26600,27,1
13068,13947,13802,50,1
15572,19861,20706,47,-1
13210,12786,12963,46,1
13463,12971,14113,19,1
16963,18442,17783,42,-1
17325,17471,16235,34,1
20584,21339,21648,32,1
17664,18186,18337,52,1
18896,19338,19445,37,1
15797,14256,14836,27,-1
12864,17041,17843,47,1
13781,14627,13302,29,1
14187,15308,15348,46,1
20157,19681,18794,47,1
12595,12110,12978,37,1
18816,18692,18604,32,1
14407,14042,14063,42,-1
21065,20286,19763,42,1
22185,22321,22282,47,1
20860,21435,21409,52,1
14006,15144,14975,27,-1
12076,12353,13560,32,1
16917,17926,16221,46,1
12378,12468,11366,36,1
13053,13013,12775,33,1
14585,16978,13259,35,1
22243,23158,22573,52,-1
14256,13835,14429,42,1
16680,17816,18175,32,1
15479,15960,16279,46,1
16361,15644,17059,47,1
19626,19019,21240,37,-1
15832,15803,17034,32,1
16344,17790,16402,27,1
14099,12794,12895,27,-1
15494,14817,14997,42,-1
8862,9950,10295,32,1
19340,17948,19324,47,-1
17801,18267,16926,37,1
12428,12903,12630,44,1
23445,23173,23161,52,1
17798,18377,17984,45,1
18390,21600,17976,57,-1
19985,19503,20365,27,-1
18629,16332,18320,62,1
18562,18512,18096,19,-1
10560,11463,11749,26,1
15388,17792,17859,30,-1
16371,19701,19993,45,1
22195,23156,21737,42,1
17448,18056,18530,47,1
15306,14065,13921,42,1
12002,11186,11925,62,1
12551,14149,14229,27,-1
11217,11055,11292,32,1
13546,15132,14094,27,1
10619,11769,11644,47,1
26102,25125,26019,42,1
13229,14064,14669,47,1
18219,18632,19334,32,1
12229,10953,10580,42,1
15922,16322,17507,52,1
12112,12086,12732,21,1
18772,18215,18884,52,1
16765,17087,18090,21,1
13736,12637,14361,37,1
16437,17331,16754,21,-1
13747,13224,14526,37,-1
19549,20145,18875,32,1
16228,17382,17123,42,1
15451,14410,15098,47,-1
20466,19394,20657,38,1
12783,13031,12760,42,1
16907,16406,16888,27,-1
15828,17106,15608,36,1
18755,17088,18041,65,1
12332,12993,14018,30,1
20812,18271,20802,47,-1
23879,23489,23799,37,-1
23255,23188,23598,47,-1
16540,16801,16378,36,1
18959,18123,19179,57,-1
15795,14339,17670,36,-1
21400,20100,21590,47,1
13970,13005,13312,48,1
17432,17730,16404,37,-1
9542,8723,8033,32,1
15592,15999,15502,37,1
14881,14470,14045,47,1
12423,13350,11996,21,1
15961,15418,15787,57,1
14236,13007,13779,37,1
14734,15616,14488,34,1
19458,17834,17857,47,1
17646,16615,17925,57,-1
15119,14342,15710,52,1
14299,13512,13289,42,1
14587,15879,15808,41,-1
16816,17717,17107,21,1
20406,19853,21205,42,1
23040,23563,24181,62,1
11434,11127,10869,42,1
13949,14933,15069,42,1
12156,13956,36199,35,1
17519,17495,16884,32,1
18454,17651,17128,26,1
20034,18946,19798,0,0
14289,13915,13592,52,1
12029,13240,13029,37,1
16024,17454,15876,42,1
19068,16661,21528,24,-1
12213,15113,15946,25,-1
12372,12873,12698,47,1
10750,11375,9867,42,1
12205,12069,12331,52,1
19589,20954,19615,37,-1
16813,15473,15892,37,1
22093,21930,22877,27,1
21146,19809,21609,52,1
15810,15845,15889,56,1
22508,23280,22050,42,1
20342,20995,19704,52,-1
15703,16499,15609,32,-1
17157,16658,17619,17,1
17960,17693,14661,54,1
12051,11435,11842,35,1
17438,17618,19730,26,-1
11636,12582,11096,27,1
15201,14847,15225,21,1
21104,21600,19481,50,-1
15111,15496,15322,37,1
25922,26033,26460,37,-1
14878,13991,14693,45,1
18955,14618,18691,44,1
15483,15203,15991,52,-1
12508,13458,13898,26,-1
14108,14427,13268,32,1
18784,18570,19137,37,1
19613,17815,19049,50,1
11744,13293,13512,21,1
16202,16530,15321,52,1
16986,16878,16589,47,1
22431,22626,22764,42,1
22269,20989,21188,37,1
14077,13470,13088,21,1
13726,15126,13718,42,1
20216,19005,19688,47,-1
20524,21482,21336,57,1
10856,11090,11499,47,1
20644,21138,20079,47,1
17326,18627,16952,42,1
20651,19934,20690,62,1
14855,15151,14177,37,1
15152,15710,15401,34,1
19078,19080,18990,37,1
12917,12917,21600,37,1
15402,16954,15298,57,-1
21204,19507,21241,57,1
17495,18589,18932,20,-1
18305,16730,16641,34,-1
19264,18458,19518,42,1
15844,15167,14636,42,-1
18582,18997,17871,52,-1
17243,15633,16670,32,1
17916,18294,17792,52,-1
14230,14046,13278,52,1
18476,19350,17682,52,1
19842,20669,19092,42,1
15509,16742,16538,21,1
14034,14578,13743,36,1
13411,13937,13149,34,1
14153,13665,13168,56,-1
21875,21491,22237,21,-1
13344,13595,14655,37,-1
15956,16087,16061,47,1
15529,14543,16452,33,1
21725,20560,21702,32,1
20998,19768,19328,47,1
21380,21728,21155,52,1
15643,18077,16521,43,-1
16172,17199,17918,37,-1
21809,21489,20864,62,1
15360,15268,16712,54,1
22053,21963,22921,21,1
10978,10234,11184,46,1
12297,13221,11521,58,1
15084,13691,14133,36,1
14070,14485,14152,44,1
11481,12914,11575,42,1
10840,10574,9512,43,1
12700,12330,12423,36,1
18616,21600,19477,37,1
13960,18025,21289,51,1
21343,21276,21210,21,-1
13004,12411,13559,32,1
14019,12291,14242,36,-1
14782,13853,17989,34,1
19460,20214,20728,21,1
12459,12695,12503,37,1
14365,13655,14690,34,1
16004,14714,14799,21,1
14354,15802,13952,37,1
15652,15974,15621,32,-1
12670,12858,11774,27,1
13126,14211,13624,37,1
11986,12236,11629,37,1
18859,18864,17986,20,-1
14542,15273,14765,42,1
21601,21334,20709,67,1
17402,14078,12489,52,1
15488,15868,15996,21,-1
17890,17017,17018,57,1
21915,23564,23039,52,-1
15053,13717,14614,33,-1
14299,14428,14586,42,1
12710,12905,12110,42,1
21679,22547,21503,32,-1
14764,15224,13519,32,1
17775,16946,16348,27,1
13927,14569,13615,42,1
12395,12120,13788,45,1
13977,13215,14066,27,1
14958,13548,13589,27,1
18170,16889,16815,46,1
16464,15232,18955,32,1
15539,14838,14920,27,-1
13626,14004,13851,42,1
15474,15418,15978,52,1
11909,15567,14213,55,1
14483,13919,13343,61,1
23534,23337,24007,52,-1
21905,20586,20873,52,1
18316,18604,17077,27,1
18739,19392,19870,11,-1
14158,14621,14441,45,1
15531,16190,16524,37,1
22031,20860,22023,21,-1
12896,14193,13873,46,1
13788,14529,14552,27,1
13965,14088,14030,42,1
17561,17208,17407,35,-1
20309,19651,16062,34,1
18052,19001,19382,37,1
19801,18073,18296,37,-1
15881,16389,15511,62,1
16534,15670,15253,52,-1
18366,19256,14912,19,1
19248,18796,18050,42,-1
20000,20397,20285,37,-1
19709,20492,20864,32,-1
18568,17862,19231,27,1
14016,13293,13410,37,1
18659,17697,17513,27,-1
24381,25913,24133,37,-1
20329,20248,20764,27,-1
16850,18723,16992,43,1
11517,12477,12198,27,1
15647,15951,16434,32,1
16801,17107,16084,30,1
16991,16207,16475,21,1
14352,13912,13746,31,1
20802,19934,21600,45,1
18244,19355,19165,37,1
11502,10335,10474,27,1
22599,23429,22179,21,-1
19967,20886,20971,44,-1
16859,16265,17284,27,1
21352,20799,19491,50,1
20140,20873,19889,42,1
14893,15026,13933,42,1
16460,16290,15155,46,1
17752,17172,18886,42,1
21310,21677,21514,42,-1
15120,15414,20395,54,1
18793,20234,20619,57,1
16063,15632,15232,42,1
21192,20194,21681,62,1
16663,16015,17452,34,-1
22760,23086,21958,52,1
20137,20390,19961,42,1
15105,14806,14452,34,1
17396,18372,17874,37,-1
12955,13815,13596,37,-1
21695,21383,22401,21,1
12092,13142,11736,37,1
18802,18836,19971,34,-1
14236,13098,14454,47,1
16940,17029,15877,32,-1
13053,13068,14245,27,1
16603,15997,17552,46,1
13905,13572,14098,32,1
18580,19566,19756,42,1
21575,20817,20434,32,1
16608,16392,15954,42,-1
14190,13847,13833,40,1
17880,16819,17436,57,1
12901,12616,12944,24,1
16567,16774,15786,32,-1
16862,17111,16826,49,1
16151,15554,16640,44,1
16627,16430,16521,45,1
18438,19564,18977,21,1
12007,13170,12076,21,1
15939,16288,16201,47,1
15790,15117,15621,46,1
23099,23489,22454,47,1
16059,15346,15138,45,1
14281,14612,14685,39,1
14005,21600,15807,44,-1
13250,13855,14092,46,1
10249,11091,10045,55,1
18446,18890,17720,19,1
16803,17360,16395,42,1
22552,21961,22553,27,1
14965,12913,16943,43,1
12998,12418,12624,36,1
23889,22773,22724,27,1
11867,10678,11085,37,1
13366,13927,13826,42,1
21540,20588,20534,42,1
12873,11918,12562,38,1
13131,13816,13770,42,1
21731,21814,22665,27,1
13481,13729,14515,32,1
27775,20330,22986,28,-1
18501,19209,18978,47,1
20177,21778,22223,32,1
24449,24184,23237,67,1
16733,16482,17505,46,-1
15165,15392,14629,27,1
18203,17861,19237,35,1
19246,19798,19931,54,-1
17541,18452,18387,57,1
18418,18491,19040,32,-1
13576,12838,13460,36,-1
13441,12585,11837,42,1
19115,18694,18032,42,1
13834,14053,13899,41,1
17630,16578,17662,37,-1
19215,16496,19539,54,-1
15210,16505,15968,27,1
10528,10074,11707,21,1
18711,19397,19710,44,-1
14558,11233,12826,34,-1
19673,20469,21028,47,1
18836,17744,18978,67,1
15568,15411,15287,52,1
20124,19753,20206,27,-1
19236,19375,19475,54,-1
17699,18346,17763,42,-1
24684,25317,23904,52,1
13117,12641,13113,32,-1
14094,15282,13696,31,1
28949,28793,29946,25,1
15863,15151,14268,32,1
15885,16768,16738,21,-1
22296,22468,21863,52,1
17245,16420,17820,37,1
16564,15680,15906,36,1
10503,10217,9997,23,1
22308,22031,22341,32,1
14649,14067,13999,37,1
15954,14803,16022,32,1
16937,17560,17062,23,1
16342,16044,16994,47,1
15598,16879,15171,47,1
19940,18631,19597,32,1
16786,16331,16315,36,1
17730,18860,18427,27,-1
12484,14096,13218,42,-1
14731,14423,13689,36,-1
11927,12952,13403,42,1
10907,16594,11273,28,1
14297,13954,14659,16,-1
11919,12438,11919,42,1
17515,17434,17500,52,-1
18553,19338,19538,27,-1
15442,15572,15829,26,1
12909,12848,12153,52,1
15996,15713,15156,32,1
19215,19935,19651,47,1
11395,12348,11023,42,1
13366,13290,13718,33,-1
11445,10680,12123,37,1
18534,17589,18908,27,1
21921,22565,23071,37,1
16095,14674,15076,62,1
22684,21348,23198,37,1
16020,15902,15261,36,1
16036,15517,15007,37,-1
15305,15957,14734,32,1
19097,18678,17619,21,1
14303,15942,15088,32,1
12871,17478,16030,39,1
13942,15685,14765,38,-1
13348,14058,14058,37,1
14526,14629,15403,42,-1
14695,13169,12832,42,1
14386,15199,14169,57,1
18581,18339,17872,27,-1
16451,16331,17421,44,1
21058,20726,20315,67,1
15832,15795,16669,52,1
19696,19734,20228,37,-1
18085,17140,18198,21,1
13117,14914,15402,39,1
16570,16387,17141,23,1
11994,12360,13093,27,1
14217,14080,13470,37,1
15878,15517,16120,27,1
10996,11149,12027,16,1
14381,13351,13192,26,1
12059,13071,11930,26,1
14193,14068,13782,37,1
11909,16501,13095,48,1
13656,14275,14855,32,1
19280,19232,19788,26,-1
13374,12582,14179,54,1
13968,13920,14511,57,-1
14928,15167,13770,44,-1
16637,17704,17451,57,1
20255,20289,20566,32,-1
23545,22302,23173,47,-1
14002,14608,14759,52,1
16594,15996,16031,52,1
17210,17971,17500,21,1
20704,22047,21058,57,1
14231,14407,14076,47,1
21848,20302,20725,52,1
14580,13987,15833,41,1
15610,15172,15390,34,1
17285,17881,17827,37,-1
15326,14578,15612,47,1
19424,19066,19810,47,-1
15933,15723,16652,42,-1
14827,14548,15143,47,-1
12017,12759,12321,21,-1
19021,19286,18542,37,1
17169,14667,20377,52,1
20203,18509,18584,57,1
14785,14735,14611,26,-1
13543,13384,13012,57,1
14391,13592,15216,47,1
21317,21573,20692,57,1
19269,20312,19412,34,-1
14997,17420,15119,41,-1
20577,20256,20260,32,1
13707,13924,13669,34,1
15779,13749,15786,52,1
15285,14235,15420,37,-1
14127,14878,13692,42,1
21105,20235,21189,47,-1
19660,19002,18277,27,1
23957,23024,24540,52,-1
15223,14739,15097,42,1
19917,20002,20965,37,-1
12761,12939,13627,42,1
12453,12537,13358,62,1
15908,14629,14874,21,1
19304,19827,18774,27,1
16287,16540,16946,56,1
15915,16269,16837,37,1
21646,20442,21065,52,1
15245,15713,16604,34,1
13063,13438,15955,22,-1
16596,17172,17399,23,1
15020,14296,14335,44,1
23281,21863,23444,42,1
13033,13676,14210,32,1
21880,22247,20878,42,-1
16207,16348,14895,52,1
14509,14674,14699,27,1
22149,22265,22915,32,1
18736,20007,18348,37,-1
11461,10449,9822,41,1
11709,11685,11675,44,1
12554,13343,13300,42,1
14208,12795,13100,41,1
13989,14992,13780,27,-1
13051,13469,13485,47,1
14352,13977,14351,34,1
18829,19062,18655,42,1
15930,16047,16403,27,1
23298,22985,22597,27,-1
12962,13246,13758,21,1
19605,18141,18485,37,1
12855,13044,13361,32,1
21141,21209,20556,47,1
13008,14168,12549,36,1
12315,13429,13704,37,1
25079,24994,24917,42,-1
16661,17130,16799,52,-1
13746,14007,13769,42,1
19522,19941,19897,30,-1
16823,17163,15980,54,-1
16464,15034,16725,47,-1
18448,18848,19504,27,-1
21380,21663,22076,32,1
15987,15305,15298,52,1
15254,13609,13723,24,1
12715,12026,12133,26,1
13323,11941,15394,29,1
18465,19508,19903,42,1
12864,13427,14032,26,1
16985,17011,16303,27,1
20054,20677,21533,42,-1
18908,19534,19744,21,1
15427,16601,17081,57,1
14402,15382,15752,32,1
23451,24012,23115,47,-1
18284,18761,18472,40,-1
20566,21636,21171,42,1
13468,13324,13958,42,1
11808,11617,11476,32,-1
11704,11677,11624,21,1
19054,21600,14914,37,1
12155,13790,11736,26,1
12556,13188,13541,24,-1
14859,14947,15511,37,1
15373,13955,14264,47,1
18866,18190,18780,32,-1
21159,20928,20356,44,1
13420,13148,13902,62,1
11150,10103,9622,27,1
13330,13611,11174,26,1
14858,14783,13126,46,1
22120,22157,22058,57,1
16013,16733,15328,37,1
18592,19702,20404,62,1
20788,21187,21779,21,-1
14415,14138,12879,46,1
18062,16655,17360,27,1
17326,16543,17662,32,-1
14797,14522,13873,47,1
19185,18690,20480,21,1
17327,17984,16287,57,1
25401,24380,25518,42,1
14010,14849,13848,16,1
15843,14250,14635,34,1
14435,15894,15265,46,1
13711,14594,14537,37,1
15458,16950,16054,36,1
18165,17362,18858,32,1
15131,15144,16100,37,1
11393,11972,11984,39,-1
11688,11331,12148,42,1
21259,21396,21423,27,-1
22505,22150,21446,32,1
21939,22224,21141,37,1
24313,22812,23626,52,1
14705,14860,14432,21,1
18492,16785,17670,21,-1
19990,19253,19402,23,1
15989,15184,15019,44,-1
17360,17674,17488,37,1
16514,15507,16260,44,-1
14874,15363,15504,32,1
20177,18299,21221,37,1
11853,11595,11552,32,-1
15654,17325,16516,32,-1
14389,14295,13359,47,1
16834,17913,18086,32,1
18061,17552,17032,47,-1
22752,23136,23562,75,1
11855,11122,12038,34,1
13283,14632,12949,46,1
15065,15779,14762,27,-1
17984,15888,17702,39,1
12907,11897,12143,37,1
15163,16940,16258,37,-1
13270,11510,10738,46,1
18832,18867,17748,42,-1
19363,20147,18968,32,1
14066,14632,14992,56,1
19522,20358,19664,52,-1
12400,12107,12639,44,1
21150,21498,21651,37,1
20150,20258,23077,27,1
16301,16653,15671,21,1
17420,18113,16930,42,1
15343,14648,14641,32,1
20239,20416,19279,37,-1
11403,10014,11609,42,1
13541,12347,12165,37,1
18503,19251,19982,37,1
24304,23501,25366,42,-1
15201,15288,13527,19,1
20145,21369,20014,27,-1
19158,17578,18284,42,1
13405,12975,12632,42,1
14740,15397,16420,27,-1
20850,21558,21170,27,1
18160,18028,16875,32,1
18843,19523,18677,32,-1
18625,17770,17671,37,1
12744,12095,12455,37,1
12645,12901,12757,54,1
15906,15448,15573,36,1
11324,11674,11336,47,1
13270,13841,14267,44,1
20532,20796,20106,27,1
15244,13746,14141,44,1
16630,16157,16885,32,1
15900,17936,18393,37,-1
17028,17647,16332,52,-1
22508,21852,22586,42,1
15271,16312,15344,37,1
14605,15750,13935,37,1
12027,11875,11700,37,1
13930,13185,13244,37,1
16639,15555,15436,26,-1
12431,11852,11240,42,-1
13498,14483,13104,36,1
22274,22871,22984,52,-1
17249,16350,17795,21,1
17869,17639,17524,29,1
18909,18727,18045,27,-1
15020,16204,15965,57,1
20318,20102,19225,32,-1
15586,14499,15201,46,1
14502,13665,14519,42,1
17729,18326,17713,27,-1
16360,17394,17255,32,-1
16982,16175,15793,46,-1
17216,15833,17355,47,-1
13614,14839,13133,24,1
15875,15056,15249,0,0
18403,20097,18571,42,-1
15459,15762,18161,35,1
11857,13033,12306,32,1
16215,15415,15702,32,1
9331,8743,9873,37,1
14652,14931,14299,54,1
13485,13536,12277,37,-1
15311,14839,13897,47,-1
20960,21012,21180,44,1
16177,16525,17305,42,1
13504,13814,12155,23,-1
20146,20099,20097,52,1
19514,20670,20971,42,1
12774,12265,11388,27,1
20354,18870,19460,27,-1
12208,10858,11998,52,1
22858,22461,23298,32,1
18583,19421,18119,21,1
14727,15174,13887,32,1
19840,20649,20656,42,1
19865,19276,20697,73,1
16215,15873,15326,47,1
15775,14342,17140,42,1
19282,18547,18959,75,1
17637,16876,16270,27,-1
15908,17427,17647,47,-1
14798,14186,13285,32,1
13014,12662,12608,37,1
21106,22675,21015,42,-1
16349,16671,17588,42,1
20692,19982,21042,62,1
16570,15782,15596,32,-1
16855,16236,15741,17,1
17650,21600,17487,43,1
21925,22827,23037,21,-1
17250,16235,16038,47,-1
16149,15108,15997,32,-1
19149,20043,19037,37,1
15227,14928,15303,37,1
15589,14824,15296,52,1
14623,16243,15735,36,-1
17023,15562,16083,37,-1
20279,21631,21178,42,-1
15199,16000,14712,42,1
24517,23615,25361,42,1
10865,12095,11381,47,1
18240,19824,18411,37,-1
16658,16379,18708,52,-1
16064,16319,16621,31,1
14630,14221,13935,21,1
19412,19024,20085,37,1
12930,14026,14284,47,1
15647,15502,15775,45,-1
12636,13487,13340,37,1
16854,16234,17133,47,1
15771,17036,16482,42,1
19095,19397,19898,19,1
17020,17126,16506,27,-1
22168,22271,22386,42,1
15542,15851,18151,44,1
13542,14788,13360,21,1
15286,14746,15033,26,-1
15445,13484,14166,25,-1
19052,18759,18946,42,1
21354,21256,21333,21,1
14977,14305,16069,54,-1
12848,12586,13263,32,1
17266,17584,16738,42,-1
17660,18253,18675,32,1
11479,13158,12382,27,1
15932,17233,16447,54,1
17869,17180,17552,37,1
18692,19077,19022,27,1
19188,16556,16531,56,1
20297,21094,20354,21,-1
13027,14350,13470,27,-1
14902,14608,15521,42,1
14415,13813,13505,42,1
13100,13727,12675,46,1
16673,16514,16184,47,1
14749,15178,14206,44,-1
13144,12832,12454,37,1
19020,20386,20023,32,-1
12742,12557,15116,37,1
10989,11954,10891,28,1
21520,22238,22983,42,-1
15151,15264,14401,37,1
22540,21360,21423,42,-1
17762,17803,18193,32,-1
13370,13455,13649,42,1
14166,13453,14890,52,1
15853,15843,16010,23,1
16022,17032,17569,44,1
13252,13367,14504,32,1
27404,16079,17637,38,-1
16553,16068,15592,37,1
12273,13908,12022,21,1
11796,12872,11847,44,1
10954,11381,12311,22,1
14536,13670,14729,64,1
13068,12794,14171,44,1
15496,19399,18969,33,-1
14736,15993,16094,37,-1
15347,14695,14674,27,1
16346,17062,16101,27,1
18763,19729,19176,37,1
16626,17247,18050,44,1
16482,16363,15909,47,-1
14573,13636,13001,49,1
18643,19926,19290,23,-1
19593,18327,18403,46,-1
17705,18309,17202,36,1
16864,18148,18097,26,-1
25931,26693,26401,57,1
12880,13060,12384,52,1
15396,15157,16157,37,1
21168,21671,20457,27,1
14498,15175,13622,34,1
14540,15294,15213,52,1
21646,22248,21943,21,1
13926,14159,13999,40,1
17076,16434,16037,32,1
15956,16977,16584,52,1
13183,12594,14055,46,1
13984,13383,14304,40,1
18635,17066,18125,21,-1
12406,12253,13011,37,1
16557,15585,16942,27,-1
21238,20668,22224,37,1
12319,12474,12423,37,1
18800,17585,18880,33,-1
17960,18067,17283,21,1
18122,17711,17563,37,-1
22241,21539,21419,27,-1
25518,24520,24341,37,1
12140,12956,12458,34,1
21331,21995,20964,27,1
12003,13008,11895,21,1
18117,18786,19269,27,1
11221,11436,12048,57,1
13823,13815,13248,21,1
20053,19118,20043,27,-1
14446,13408,13707,42,-1
12664,12728,13556,27,1
14233,14295,13637,32,-1
16192,15309,16572,37,1
15443,14161,15137,21,1
18221,18859,17932,32,1
20867,21787,20598,52,1
13904,13169,12806,32,1
17070,16340,18021,52,1
18363,17436,18387,57,1
16216,15847,17227,47,1
12245,13009,12288,34,1
14093,13849,13825,37,1
12988,12089,12673,42,1
15470,14957,13640,55,1
12899,12774,12034,32,1
24593,24200,23413,21,1
15289,16101,15626,52,1
25336,23808,24205,62,1
16204,17706,15886,42,1
28885,21600,20456,64,1
15233,15611,15506,52,-1
13235,13851,14028,27,1
17345,16605,17317,37,1
14514,14467,15880,36,1
15510,15001,16098,50,1
22779,23257,22651,37,-1
12060,12353,12045,37,1
15842,16450,21600,39,1
15009,13667,14744,52,1
14646,14532,14058,47,1
12770,15816,16553,60,1
13495,15127,13911,27,-1
14167,14160,14397,44,-1
12998,12195,11777,36,1
24826,25983,25835,62,1
18885,17809,16862,49,-1
13378,12429,12701,21,-1
17960,17595,17957,19,1
18705,19533,19767,47,-1
10334,16159,12588,44,1
12191,11777,11458,42,1
17814,18020,17068,62,1
13793,14648,13558,57,1
14652,15251,15597,47,1
19849,19473,18704,27,-1
19754,20414,20429,42,-1
19302,17966,17627,32,0
22511,22860,21699,32,1
13801,13831,12860,47,1
13560,12331,13463,62,1
26040,24808,26339,52,1
19379,18992,17890,62,1
11514,12901,12138,44,1
16908,16584,16465,42,1
12718,13703,13450,42,1
13657,11723,11951,23,1
18622,19141,19608,42,1
21861,21391,22818,27,1
11569,12054,12945,44,1
15462,17157,15775,43,1
14470,14865,13308,38,-1
13589,14472,14199,32,1
13703,14206,13250,32,1
14324,12962,13503,37,1
19176,19556,18321,57,1
14891,15317,15923,54,1
11926,13468,11736,42,1
20682,19591,18887,44,-1
17718,17111,16758,32,-1
12475,12188,11646,32,1
19796,20005,20508,52,1
14628,14239,14797,57,1
21750,22218,21374,42,1
19946,20024,18997,55,1
15628,14842,15566,21,1
12767,12895,12915,52,1
18329,19234,18170,57,-1
19232,18597,18468,21,-1
15618,14943,14738,21,1
13528,14183,13366,32,1
14813,13127,13008,58,1
18556,18838,18426,47,1
18272,17581,17252,26,-1
20299,20342,20749,27,-1
19522,20103,19079,57,-1
19091,20294,19791,47,-1
15046,15016,18877,43,1
16286,16956,17311,47,-1
14922,13859,15151,37,1
13306,12704,13256,47,1
12494,12510,11284,44,-1
12832,12112,14031,62,1
13944,12163,15269,50,1
13545,13587,14951,57,1
22789,23075,21312,47,-1
22365,23731,23840,42,-1
11894,12981,10855,30,1
15963,16002,14596,39,1
14882,16181,13307,40,-1
15311,15678,16243,37,1
21263,20549,21499,42,1
16476,15899,16037,32,1
10639,11502,10175,21,1
13131,12126,13364,47,1
18005,17693,17661,27,-1
21039,18405,21355,60,1
18895,17548,17283,46,1
11820,12590,11779,46,1
23441,24060,23853,52,1
10823,9966,11592,32,1
13099,13190,12393,45,1
14061,13858,15364,67,1
13757,14706,13521,35,-1
18388,19096,18921,62,-1
14318,14285,14136,34,1
16418,21600,13649,39,1
16065,15851,16979,36,1
17043,17460,17636,21,-1
18277,15483,18137,37,-1
23747,24321,23425,34,-1
15873,15567,16545,36,1
20245,19753,20402,37,1
18013,18103,18856,42,-1
20749,20184,19530,52,1
16591,16222,15499,18,-1
16961,15855,16895,37,1
13599,15183,14932,21,1
18530,19516,18344,37,-1
17607,18514,16805,54,1
10954,10998,11407,54,1
15019,15343,14816,32,1
22201,20806,21377,27,-1
14662,13591,14831,36,1
15170,15392,15295,27,1
13430,12485,12202,36,-1
12076,11361,12435,42,1
27684,26803,26194,37,-1
14103,13099,13073,45,1
15653,14315,15491,52,-1
20345,20513,20387,52,-1
12972,12925,13544,36,-1
10534,10702,10498,44,1
21436,21617,21867,42,-1
13744,17357,17048,55,1
17059,17407,16984,52,1
15378,15615,14446,37,1
15245,16058,16261,27,1
12219,12031,12104,36,1
13697,12868,13298,42,1
13829,12091,12438,44,1
15572,16760,17344,50,-1
14868,14363,15219,44,1
22906,23604,22048,27,1
20431,20820,21123,52,1
17466,17635,17314,23,-1
21126,19578,20899,37,-1
21952,23106,22239,50,0
23928,22707,22972,37,1
12865,13663,12560,21,1
24017,24874,24963,21,1
13789,14051,13881,47,1
20945,20727,20451,37,1
11416,12048,12180,47,1
21500,21218,21125,32,1
14170,13422,13288,42,1
13468,14078,13686,39,1
14443,15100,15286,47,1
16226,15525,16449,32,-1
11641,10858,11514,36,1
17181,16703,17259,34,1
13910,12955,13160,37,1
15917,14845,16173,32,1
16883,17997,17496,27,-1
15288,14209,15801,32,1
15139,15806,14374,57,1
20284,20545,20752,21,-1
14602,14826,14237,49,1
20132,21090,19684,42,1
16353,17488,16427,32,-1
12931,14084,14293,32,1
14952,13768,14935,54,1
18315,18935,17684,27,1
14195,13446,12957,47,1
13141,13744,13140,32,-1
21600,14831,15478,58,1
20761,20151,20914,42,1
16473,17742,20190,42,1
22395,22300,21646,42,1
16775,17452,15843,64,1
12087,13431,12746,32,1
19997,20153,19149,27,1
15408,14155,14464,27,1
17713,18132,17722,52,1
18873,17864,18682,47,1
21342,19665,20360,32,1
12389,12938,12537,42,1
11170,11658,10046,42,1
17802,18157,17894,27,1
17543,17901,19051,42,1
26161,25865,25367,62,-1
18720,18599,17559,42,1
10727,10867,12095,37,1
16679,15540,14961,57,1
19790,18673,19258,34,1
13443,12855,12907,32,1
22082,22928,22310,47,1
14274,13529,14976,49,1
12745,12036,13516,47,1
20336,21418,19874,36,-1
19741,19645,20804,27,1
21009,21333,20076,32,-1
20227,19812,20308,16,1
15508,17102,15999,42,-1
9930,10464,11056,47,1
18323,19471,17886,32,-1
11301,12128,10666,47,1
15938,16278,16941,37,1
14260,13797,13726,27,1
19748,18129,23659,55,1
12571,12013,12794,52,1
12604,21600,12995,47,1
10797,10319,10765,32,1
18176,18798,18414,47,1
23967,23769,23611,42,-1
18911,18596,19728,37,-1
19615,19633,19223,57,1
16281,17647,17268,32,-1
19449,20291,19298,46,-1
16562,15867,17129,27,1
12459,16836,13126,56,1
14951,15047,15080,21,1
20271,20496,19970,37,-1
10103,9681,10994,52,1
20711,20849,21616,52,1
15078,13789,14026,34,-1
16831,16588,17465,52,1
20347,19531,20208,37,-1
17397,17035,15972,27,1
16952,17032,17716,34,1
16086,16221,16676,42,1
