Participant Id,Gender,Age,TimeOfCompletion
2349.0,M,37.0,12423.1637
2349.0,M,44.5,12543.6692
2349.0,M,42.0,12375.0
2349.0,M,42.0,21600.0
2349.0,M,34.5,13426.7177
2350.0,M,27.0,21030.4172
2351.0,F,52.0,19988.0
2352.0,M,57.0,14548.0
2353.0,M,57.0,15718.2977
2354.0,M,62.0,11484.0
2354.0,M,60,12460.6982
2354.0,M,60,11561.8457
2355.0,M,52.0,13575.0
2355.0,M,52.0,12413.2862
2356.0,M,37.0,21600.0
2356.0,M,37.0,16956.0
2356.0,M,32.0,16458.0
2356.0,M,32.0,14397.0
2356.0,M,37.0,21600.0
2357.0,F,32.0,14109.0
2358.0,F,27.0,16687.0
2359.0,M,47.0,14106.0
2360.0,M,27.0,18602.5277
2361.0,M,37.0,16402.0
2362.0,M,52.0,16702.0967
2363.0,M,27.0,12606.0
2364.0,M,62.0,21600.0
2364.0,M,54.5,13185.7067
2364.0,M,64.5,12810.3617
2364.0,M,54.5,13092.8582
2364.0,M,62.0,16100.0
2365.0,F,42.0,13971.0
2365.0,F,42.0,14721.0
2365.0,F,37.0,14443.0
2365.0,F,42.0,21600.0
2366.0,M,47.0,16627.0277
2366.0,M,44.5,16259.5847
2366.0,M,47.0,21600.0
2366.0,M,47.0,18905.0
2366.0,M,44.5,16083.7652
2367.0,F,42.0,12585.1547
2368.0,M,52.0,24821.4017
2368.0,M,54.5,13262.0
2369.0,F,42.0,20481.0
2370.0,M,44.5,12794.5577
2370.0,M,47.0,19069.0
2371.0,M,47.0,15437.7767
2372.0,F,21.0,21764.0
2373.0,M,42.0,20714.0
2374.0,F,57.0,13428.6932
2374.0,F,57.0,13940.0
2375.0,M,37.0,11988.0
2375.0,M,37.0,21600.0
2376.0,M,52.0,13768.0
2377.0,F,32.0,11687.0
2378.0,M,37.0,12611.0
2378.0,M,37.0,16298.0
2379.0,F,37.0,19243.0
2380.0,M,37.0,16412.0
2381.0,F,42.0,22166.0
2382.0,F,47.0,17117.0
2383.0,F,64.5,19062.8192
2383.0,F,57.0,19543.0
2384.0,F,44.5,15481.2377
2384.0,F,42.0,20744.0
2385.0,M,37.0,11715.0
2386.0,F,27.0,16405.7717
2388.0,F,44.5,12124.8632
2388.0,F,44.5,12371.8007
2388.0,F,44.5,12132.7652
2388.0,F,47.0,12526.0
2388.0,F,42.0,12564.0
2389.0,M,21.0,11592.0
2390.0,M,32.0,16487.0
2391.0,M,42.0,11460.0
2392.0,M,42.0,12079.4267
2393.0,M,37.0,16568.0
2394.0,F,47.0,16818.0
2394.0,F,47.0,17399.4482
2395.0,M,47.0,15360.0
2396.0,M,37.0,25483.1942
2397.0,M,42.0,11736.0
2398.0,M,47.0,14283.0
2399.0,M,52.0,16963.0
2399.0,M,54.5,14446.0757
2399.0,M,54.5,15779.5382
2399.0,M,52.0,15506.0
2399.0,M,52.0,17116.9517
2400.0,M,47.0,13736.0
2401.0,M,57.0,14879.0
2402.0,M,42.0,12409.3352
2402.0,M,42.0,13349.6732
2402.0,M,44.5,24282.0902
2402.0,M,42.0,16337.0
2402.0,M,42.0,21600.0
2403.0,M,21.0,14496.0
2404.0,M,27.0,18515.0
2406.0,M,74.5,15691.0
2407.0,M,37.0,17238.0
2408.0,M,32.0,19079.0
2409.0,M,57.0,14536.9487
2409.0,M,52.0,15794.0
2409.0,M,57.0,15899.0
2409.0,M,57.0,21329.0
2411.0,F,37.0,16729.0
2412.0,M,27.0,21600.0
2412.0,M,27.0,14439.0
2413.0,M,32.0,16884.0
2414.0,M,27.0,13460.0
2415.0,M,37.0,13385.2322
2415.0,M,37.0,12431.0657
2415.0,M,37.0,13151.0
2415.0,M,42.0,14588.0
2416.0,M,21.0,16368.0
2417.0,M,27.0,13363.5017
2418.0,M,32.0,13895.0
2418.0,M,32.0,13195.5842
2419.0,M,21.0,12033.9902
2420.0,M,42.0,22597.0
2421.0,M,42.0,16009.0
2422.0,M,37.0,13601.0
2423.0,F,37.0,19093.0
2424.0,M,52.0,18399.0512
2424.0,M,-1,17992.0982
2425.0,F,37.0,15171.0842
2427.0,M,37.0,21600.0
2427.0,M,37.0,18549.1892
2427.0,M,37.0,21600.0
2427.0,M,32.0,16912.0
2428.0,M,37.0,15761.0
2428.0,M,32.0,15731.0
2428.0,M,34.5,12962.0
2428.0,M,34.5,13193.6087
2428.0,M,32.0,13612.4147
2428.0,M,37.0,12693.8072
2428.0,M,37.0,21600.0
2428.0,M,34.5,15465.4337
2429.0,M,57.0,14647.5767
2430.0,M,32.0,10475.0
2431.0,F,47.0,19537.0
2432.0,M,32.0,15753.0
2433.0,F,27.0,16729.7537
2433.0,F,27.0,19350.0
2434.0,M,37.0,25010.0
2435.0,M,44.5,16717.9007
2435.0,M,47.0,21319.0
2435.0,M,44.5,21600.0
2435.0,M,44.5,19349.2667
2435.0,M,44.5,15856.5827
2435.0,M,44.5,15957.3332
2435.0,M,47.0,21600.0
2436.0,M,37.0,13162.0007
2436.0,M,37.0,12600.9587
2436.0,M,37.0,18064.0
2437.0,F,21.0,18286.0
2437.0,F,21.0,14726.5967
2438.0,M,52.0,19280.0
2438.0,M,52.0,16413.0
2439.0,M,32.0,14287.0
2440.0,F,37.0,14122.0
2440.0,F,34.5,13375.3547
2440.0,F,37.0,12897.2837
2440.0,F,32.0,12853.8227
2440.0,F,34.5,12976.3037
2440.0,F,34.5,21600.0
2441.0,F,47.0,16923.0
2442.0,M,42.0,17518.0
2442.0,M,42.0,14726.5967
2442.0,M,42.0,13865.2787
2442.0,M,44.5,14914.2692
2443.0,M,32.0,21600.0
2444.0,M,42.0,17403.3992
2444.0,M,44.5,16435.4042
2445.0,M,32.0,19593.0
2445.0,M,34.5,21600.0
2445.0,M,32.0,15015.0197
2445.0,M,37.0,21600.0
2446.0,M,47.0,11362.0
2447.0,M,32.0,13468.0
2448.0,M,52.0,17831.0
2449.0,M,47.0,11596.0
2449.0,M,44.5,15931.0
2450.0,M,32.0,14102.0
2451.0,M,27.0,14951.0
2452.0,F,42.0,14604.1157
2452.0,F,44.5,13630.1942
2452.0,F,42.0,21600.0
2452.0,F,42.0,17027.0
2453.0,M,37.0,14468.0
2454.0,M,37.0,14533.0
2455.0,M,32.0,12646.3952
2455.0,M,37.0,21600.0
2455.0,M,37.0,21600.0
2455.0,M,32.0,14592.2627
2455.0,M,32.0,21600.0
2455.0,M,37.0,21600.0
2455.0,M,37.0,21600.0
2455.0,M,37.0,14926.0
2456.0,M,34.5,13507.7132
2456.0,M,32.0,16336.0
2456.0,M,27.0,14698.9397
2456.0,M,32.0,21600.0
2456.0,M,27.0,15969.0
2457.0,M,52.0,16603.3217
2457.0,M,52.0,23333.0
2458.0,F,47.0,19351.0
2459.0,M,27.0,12517.0
2460.0,M,52.0,13261.0
2461.0,F,37.0,14505.0
2462.0,M,37.0,17557.0
2463.0,F,21.0,22069.0
2464.0,M,21.0,20826.0
2464.0,M,21.0,21733.0
2465.0,M,21.0,14041.0
2466.0,F,54.5,13711.1897
2466.0,F,54.5,12830.1167
2466.0,F,52.0,16284.0
2466.0,F,54.5,13975.9067
2466.0,F,54.5,14060.8532
2466.0,F,54.5,13971.9557
2466.0,F,52.0,21600.0
2466.0,F,54.5,16923.3527
2466.0,F,52.0,14155.6772
2466.0,F,54.5,13835.6462
2466.0,F,54.5,16741.6067
2466.0,F,52.0,16440.0
2467.0,M,27.0,16691.0
2468.0,M,32.0,14139.0
2469.0,M,32.0,17178.0
2470.0,F,37.0,16978.0
2471.0,M,32.0,23782.0
2472.0,M,62.0,18769.0
2473.0,M,27.0,20483.0
2474.0,M,44.5,13916.0
2474.0,M,42.0,18792.0
2475.0,F,32.0,16955.0
2475.0,F,34.5,21600.0
2476.0,M,21.0,14378.0
2476.0,M,21.0,13371.4037
2476.0,M,16.0,12545.6447
2477.0,M,21.0,16216.0
2478.0,M,57.0,13693.0
2479.0,M,34.5,14286.0602
2479.0,M,37.0,17217.0
2480.0,F,57.0,19823.0
2481.0,F,47.0,27909.1082
2482.0,M,34.5,15015.0197
2482.0,M,34.5,14035.1717
2482.0,M,34.5,14985.0
2482.0,M,37.0,15321.0
2482.0,M,34.5,15821.0237
2482.0,M,37.0,15653.0
2482.0,M,34.5,13912.6907
2483.0,M,27.0,22553.5277
2483.0,M,32.0,13309.0
2484.0,M,37.0,21488.0
2485.0,M,42.0,19179.0
2486.0,F,27.0,15961.0
2487.0,M,64.5,16648.7582
2487.0,M,62.0,23550.0
2488.0,M,22.0,11765.3222
2488.0,M,21.0,13396.0
2489.0,M,47.0,18357.5657
2490.0,M,47.0,15357.0
2491.0,M,21.0,12548.0
2492.0,F,37.0,15882.0
2493.0,M,37.0,12418.0
2494.0,M,21.0,12757.0
2495.0,F,32.0,15314.0
2496.0,M,37.0,19353.0
2497.0,M,37.0,18822.0
2497.0,M,37.0,21723.8177
2498.0,M,52.0,14101.0
2498.0,M,47.0,13144.2212
2499.0,M,37.0,21600.0
2500.0,M,52.0,14914.0
2500.0,M,47.0,13687.0
2500.0,M,52.0,21600.0
2500.0,M,47.0,12293.0
2500.0,M,47.0,13464.0
2501.0,M,44.5,16702.0967
2501.0,M,44.5,21600.0
2501.0,M,47.0,14578.4342
2501.0,M,47.0,18902.8037
2501.0,M,44.5,15238.2512
2501.0,M,44.5,15684.7142
2501.0,M,47.0,16172.0
2502.0,F,47.0,15634.0
2502.0,F,47.0,21600.0
2503.0,M,27.0,14574.0
2504.0,F,44.5,21600.0
2504.0,F,42.0,18315.0
2505.0,F,44.5,13559.0762
2505.0,F,42.0,13962.0
2506.0,M,37.0,10850.6657
2506.0,M,37.0,11516.0
2507.0,M,57.0,13144.0
2508.0,M,54.5,14119.0
2508.0,M,54.5,14846.0
2508.0,M,57.0,15506.0
2508.0,M,57.0,16194.0
2508.0,M,57.0,21600.0
2508.0,M,57.0,16081.0
2508.0,M,54.5,15440.0
2509.0,F,32.0,24930.0
2509.0,F,34.5,17725.4057
2510.0,M,37.0,21600.0
2511.0,F,37.0,13146.0
2511.0,F,32.0,13231.1432
2511.0,F,37.0,12460.6982
2512.0,M,27.0,18156.0
2513.0,F,21.0,21361.0
2515.0,M,37.0,13065.0
2516.0,F,42.0,13980.0
2516.0,F,42.0,21600.0
2516.0,F,44.5,13292.3837
2516.0,F,42.0,13491.9092
2516.0,F,44.5,15192.8147
2516.0,F,37.0,15473.0
2516.0,F,44.5,13177.8047
2516.0,F,44.5,13391.1587
2516.0,F,44.5,13420.7912
2516.0,F,37.0,14394.7127
2517.0,M,27.0,16054.0
2518.0,M,42.0,21600.0
2518.0,M,42.0,15841.0
2518.0,M,34.5,11852.2442
2519.0,F,37.0,16851.0
2519.0,F,37.0,17591.0717
2520.0,M,27.0,20786.0
2521.0,M,34.5,10408.1537
2521.0,M,37.0,21600.0
2521.0,M,34.5,21600.0
2521.0,M,32.0,11054.0
2521.0,M,32.0,11582.0
2521.0,M,34.5,21600.0
2522.0,M,32.0,20575.0
2523.0,M,32.0,12501.0
2524.0,M,62.0,25321.0
2525.0,M,27.0,12768.8762
2526.0,M,21.0,23553.0
2527.0,M,42.0,13269.0
2527.0,M,44.5,12618.7382
2527.0,M,37.0,13693.0
2527.0,M,42.0,13522.0
2527.0,M,42.0,13740.0
2528.0,F,21.0,16439.0
2528.0,F,21.0,14386.8107
2528.0,F,24.5,14918.2202
2529.0,M,37.0,13744.7732
2529.0,M,32.0,15929.0
2530.0,M,44.5,13043.4707
2530.0,M,54.5,13171.8782
2530.0,M,47.0,12490.3307
2530.0,M,44.5,12553.5467
2530.0,M,47.0,13073.0
2531.0,F,32.0,11281.0
2532.0,M,32.0,14396.0
2533.0,M,32.0,13884.0
2534.0,M,42.0,24271.0
2535.0,M,47.0,16575.6647
2536.0,M,47.0,15773.0
2537.0,M,42.0,11688.0
2537.0,M,42.0,11141.0642
2538.0,M,47.0,17169.0
2539.0,F,44.5,12201.9077
2539.0,F,44.5,12859.0
2539.0,F,47.0,12265.0
2540.0,M,27.0,13454.0
2541.0,M,47.0,22661.0
2542.0,M,37.0,15590.0
2543.0,M,62.0,21090.0
2544.0,M,62.0,24359.1347
2544.0,M,34.5,12964.4507
2544.0,M,32.0,14576.0
2545.0,F,27.0,21600.0
2545.0,F,22.0,13932.4457
2545.0,F,27.0,21600.0
2545.0,F,22.0,21600.0
2545.0,F,21.0,14466.0
2545.0,F,22.0,21600.0
2545.0,F,24.5,14637.6992
2546.0,M,37.0,14056.9022
2547.0,M,42.0,17400.0
2548.0,F,27.0,16686.2927
2548.0,F,27.0,21600.0
2548.0,F,27.0,21600.0
2548.0,F,24.5,21600.0
2548.0,F,27.0,21600.0
2548.0,F,27.0,21600.0
2548.0,F,27.0,13242.9962
2548.0,F,27.0,15094.0
2549.0,F,37.0,19643.0
2549.0,F,44.5,14133.9467
2549.0,F,37.0,13302.2612
2549.0,F,34.5,13442.5217
2549.0,F,34.5,15309.3692
2549.0,F,37.0,21600.0
2549.0,F,37.0,21600.0
2549.0,F,37.0,14096.4122
2550.0,F,32.0,16754.0
2550.0,F,32.0,21931.2452
2550.0,F,32.0,21600.0
2550.0,F,32.0,21600.0
2550.0,F,32.0,16429.4777
2551.0,M,32.0,20712.0
2552.0,M,47.0,12381.0
2553.0,F,32.0,19187.0
2554.0,M,27.0,15402.0
2554.0,M,27.0,14461.8797
2554.0,M,27.0,14354.0
2555.0,M,32.0,12260.0
2556.0,F,62.0,20092.0
2557.0,M,27.0,24387.0
2558.0,M,44.5,13636.1207
2558.0,M,42.0,15161.0
2558.0,M,42.0,21600.0
2559.0,M,57.0,12719.4887
2560.0,M,37.0,16410.0
2560.0,M,37.0,21743.5727
2560.0,M,37.0,13373.3792
2561.0,M,42.0,16522.0
2561.0,M,42.0,14102.3387
2561.0,M,42.0,21600.0
2562.0,M,42.0,17079.0
2563.0,F,42.0,16765.3127
2563.0,F,44.5,15139.4762
2563.0,F,42.0,17507.0
2564.0,M,27.0,18970.0
2564.0,M,27.0,20935.5932
2565.0,F,42.0,31597.3667
2566.0,M,32.0,16500.0
2567.0,F,32.0,20542.4687
2568.0,M,37.0,14924.0
2569.0,M,21.0,19913.0
2570.0,M,27.0,10671.0
2571.0,F,21.0,13548.0
2572.0,M,57.0,14446.0
2573.0,F,32.0,17160.0
2574.0,M,47.0,15827.0
2575.0,M,32.0,14268.2807
2575.0,M,32.0,19815.4847
2575.0,M,32.0,22210.0
2576.0,M,47.0,13335.8447
2577.0,M,27.0,18983.0
2578.0,M,37.0,18494.0
2579.0,F,32.0,14139.8732
2579.0,F,32.0,18222.0
2580.0,M,42.0,15366.0
2581.0,M,62.0,26686.2737
2582.0,F,24.5,14714.7437
2582.0,F,27.0,21600.0
2582.0,F,27.0,17800.0
2583.0,M,32.0,22381.0
2584.0,F,32.0,21600.0
2584.0,F,32.0,15079.0
2585.0,F,21.0,17671.0
2586.0,M,47.0,14920.0
2586.0,M,42.0,14538.9242
2586.0,M,42.0,14216.9177
2586.0,M,47.0,19665.0
2587.0,M,44.5,11605.3067
2587.0,M,42.0,21600.0
2587.0,M,37.0,12683.0
2587.0,M,42.0,21600.0
2587.0,M,37.0,12210.0
2587.0,M,37.0,21600.0
2587.0,M,37.0,13543.2722
2587.0,M,37.0,21600.0
2587.0,M,44.5,21600.0
2587.0,M,44.5,11578.0
2588.0,F,32.0,16457.0
2589.0,F,27.0,20055.0
2590.0,M,42.0,14517.1937
2591.0,M,32.0,13810.0
2592.0,M,42.0,17387.0
2593.0,F,42.0,10986.0
2593.0,F,44.5,21600.0
2593.0,F,42.0,10765.0
2593.0,F,42.0,10437.7862
2593.0,F,37.0,10465.4432
2593.0,F,44.5,11848.2932
2593.0,F,44.5,10680.7727
2593.0,F,42.0,10687.0
2593.0,F,37.0,10511.0
2594.0,M,37.0,21600.0
2595.0,M,32.0,12832.0922
2596.0,M,47.0,15925.7252
2596.0,M,47.0,14217.0
2596.0,M,47.0,13804.0382
2597.0,M,32.0,14337.0
2598.0,M,47.0,14920.1957
2599.0,M,32.0,20561.0
2600.0,F,27.0,14502.0
2600.0,F,27.0,13229.1677
2600.0,F,27.0,13276.5797
2600.0,F,27.0,13203.4862
2601.0,F,27.0,16764.0
2602.0,M,54.5,15805.2197
2602.0,M,57.0,16397.0
2602.0,M,57.0,14224.8197
2602.0,M,57.0,21058.0742
2602.0,M,54.5,14736.4742
2603.0,M,32.0,16462.0
2603.0,M,34.5,15005.1422
2603.0,M,34.5,21600.0
2604.0,M,52.0,21449.0
2606.0,M,32.0,19130.0
2607.0,M,47.0,14319.0
2608.0,M,42.0,19210.9817
2608.0,M,42.0,13813.0
2608.0,M,37.0,18381.2717
2609.0,M,27.0,18031.0
2610.0,F,21.0,19201.1042
2611.0,M,37.0,16247.0
2612.0,M,32.0,12406.0
2612.0,M,34.5,12391.5557
2612.0,M,34.5,12409.3352
2612.0,M,32.0,12116.0
2612.0,M,34.5,12091.2797
2612.0,M,34.5,12545.0
2612.0,M,34.5,11846.3177
2612.0,M,34.5,12298.7072
2612.0,M,32.0,21600.0
2613.0,F,37.0,19182.0
2613.0,F,37.0,16145.0057
2614.0,F,47.0,14892.0
2614.0,F,47.0,21600.0
2614.0,F,47.0,21600.0
2614.0,F,44.5,15605.0
2614.0,F,44.5,13061.2502
2614.0,F,44.5,13118.5397
2614.0,F,44.5,21600.0
2615.0,F,34.5,16227.9767
2615.0,F,37.0,19719.0
2616.0,M,44.5,11253.6677
2616.0,M,42.0,11382.0
2616.0,M,44.5,11463.0707
2616.0,M,44.5,14336.0
2616.0,M,42.0,21600.0
2616.0,M,42.0,11993.0
2616.0,M,42.0,13092.0
2616.0,M,42.0,12006.0
2616.0,M,44.5,15926.0
2616.0,M,44.5,11529.0
2616.0,M,44.5,11931.2642
2617.0,M,32.0,17027.0
2618.0,M,47.0,16168.0
2619.0,F,21.0,14386.0
2619.0,F,21.0,15250.1042
2620.0,M,32.0,14027.0
2621.0,M,34.5,10692.6257
2621.0,M,37.0,11560.0
2621.0,M,34.5,11378.1242
2622.0,M,23.5,21600.0
2622.0,M,27.0,14742.0
2622.0,M,23.5,13836.0
2622.0,M,23.5,16392.0
2622.0,M,24.5,13871.2052
2622.0,M,27.0,12306.6092
2623.0,M,52.0,21081.0
2624.0,F,32.0,14758.0
2624.0,F,32.0,21600.0
2624.0,F,32.0,15117.0
2625.0,M,47.0,11828.0
2625.0,M,44.5,11968.7987
2625.0,M,47.0,12386.0
2625.0,M,47.0,13343.7467
2626.0,M,21.0,15462.0
2627.0,M,37.0,21600.0
2627.0,M,37.0,21600.0
2627.0,M,37.0,15666.0
2628.0,F,21.0,21600.0
2629.0,F,32.0,15551.0
2630.0,F,37.0,16334.0
2631.0,M,42.0,11637.0
2632.0,M,37.0,18065.0
2633.0,M,32.0,12969.0
2634.0,M,21.0,16374.0
2634.0,M,29,16751.0
2635.0,M,42.0,14198.0
2636.0,M,27.0,11836.4402
2637.0,M,47.0,13986.0
2637.0,M,47.0,15486.0
2639.0,F,42.0,21600.0
2640.0,M,27.0,15195.0
2640.0,M,27.0,12292.7807
2641.0,F,37.0,17109.0497
2642.0,M,57.0,15164.0
2643.0,M,57.0,17351.0
2644.0,M,27.0,20035.0
2644.0,M,27.0,22616.0
2644.0,M,27.0,21600.0
2645.0,M,21.0,15439.0
2646.0,M,44.5,14005.5392
2646.0,M,44.5,12962.4752
2646.0,M,47.0,14263.0
2646.0,M,44.5,14106.2897
2647.0,F,47.0,18731.0
2648.0,F,42.0,19827.0
2648.0,F,42.0,17788.0
2648.0,F,44.5,21600.0
2649.0,M,42.0,14851.0
2651.0,M,32.0,11545.0
2652.0,M,37.0,24187.0
2653.0,M,32.0,17495.0
2654.0,M,27.0,20092.0
2655.0,F,37.0,19005.0
2656.0,M,54.5,14681.1602
2656.0,M,52.0,21600.0
2656.0,M,52.0,17917.0292
2656.0,M,52.0,14436.1982
2656.0,M,54.5,12221.6627
2656.0,M,52.0,14638.0
2657.0,M,47.0,12737.2682
2657.0,M,47.0,12444.8942
2657.0,M,47.0,21600.0
2657.0,M,47.0,12731.3417
2657.0,M,47.0,21600.0
2658.0,F,27.0,15231.0
2659.0,M,42.0,16956.0
2660.0,M,47.0,14005.5392
2660.0,M,47.0,16714.0
2660.0,M,44.5,14783.8862
2661.0,F,27.0,15202.0
2662.0,F,21.0,25890.1472
2662.0,F,21.0,21600.0
2663.0,M,57.0,19931.0
2664.0,M,52.0,18411.0
2665.0,M,47.0,14527.0
2666.0,M,37.0,12167.0
2666.0,M,37.0,21600.0
2666.0,M,37.0,12182.1527
2666.0,M,37.0,21600.0
2666.0,M,37.0,21600.0
2667.0,M,27.0,21468.0
2668.0,M,47.0,15511.0
2669.0,M,21.0,22444.0
2670.0,M,21.0,11143.0
2671.0,F,42.0,14389.0
2672.0,M,44.5,14430.2717
2672.0,M,37.0,14250.5012
2672.0,M,42.0,18776.3717
2672.0,M,37.0,15076.2602
2672.0,M,44.5,15633.3512
2672.0,M,42.0,18771.0
2673.0,M,32.0,13086.0
2674.0,M,27.0,18230.0
2675.0,M,37.0,16336.0
2676.0,F,42.0,21600.0
2677.0,F,44.5,15042.6767
2677.0,F,37.0,14374.9577
2677.0,F,42.0,14387.0
2677.0,F,42.0,15378.0
2677.0,F,44.5,14837.2247
2677.0,F,42.0,13318.0652
2677.0,F,42.0,21600.0
2677.0,F,44.5,14477.6837
2677.0,F,42.0,13979.8577
2677.0,F,42.0,21600.0
2677.0,F,42.0,21600.0
2677.0,F,37.0,21600.0
2677.0,F,42.0,21600.0
2678.0,M,44.5,13640.0717
2678.0,M,47.0,16832.4797
2678.0,M,47.0,13906.7642
2678.0,M,44.5,13983.8087
2678.0,M,47.0,13807.9892
2678.0,M,47.0,19319.0
2679.0,M,37.0,21390.0
2679.0,M,37.0,20492.0
2680.0,F,22.0,14546.8262
2680.0,F,21.0,19087.0
2681.0,M,47.0,15281.7122
2682.0,F,52.0,15767.0
2682.0,F,54.5,14248.5257
2682.0,F,52.0,15018.9707
2682.0,F,54.5,15303.4427
2683.0,M,44.5,12045.8432
2683.0,M,47.0,12901.0
2683.0,M,47.0,14011.4657
2683.0,M,44.5,12170.2997
2683.0,M,47.0,13209.4127
2684.0,F,44.5,15524.6987
2684.0,F,47.0,16082.0
2684.0,F,44.5,16131.1772
2684.0,F,44.5,13430.6687
2684.0,F,44.5,13304.2367
2684.0,F,47.0,14096.4122
2684.0,F,47.0,21600.0
2685.0,M,37.0,15547.0
2686.0,M,42.0,21627.0
2687.0,M,32.0,15953.0
2688.0,M,37.0,21600.0
2688.0,M,37.0,21600.0
2688.0,M,37.0,14294.0
2688.0,M,37.0,21600.0
2688.0,M,37.0,12774.8027
2688.0,M,37.0,21600.0
2689.0,F,47.0,13789.0
2689.0,F,52.0,14387.0
2689.0,F,52.0,21600.0
2689.0,F,54.5,14781.9107
2689.0,F,47.0,14121.0
2689.0,F,52.0,16208.2217
2690.0,M,47.0,13934.4212
2690.0,M,47.0,17019.0
2690.0,M,47.0,12968.4017
2690.0,M,47.0,14159.6282
2690.0,M,47.0,13912.6907
2690.0,M,47.0,14023.3187
2691.0,M,47.0,15640.0
2691.0,M,47.0,16253.0
2692.0,M,47.0,17816.0
2693.0,M,62.0,17364.0
2694.0,F,21.0,15500.9927
2695.0,M,27.0,16833.0
2696.0,M,42.0,15050.0
2697.0,F,21.0,17551.0
2698.0,M,47.0,20846.6957
2699.0,F,42.0,23057.0
2699.0,F,42.0,26148.9377
2700.0,M,37.0,22706.0
2701.0,M,57.0,20959.0
2701.0,M,57.0,18404.0
2702.0,F,32.0,15811.0
2703.0,M,37.0,15131.0
2704.0,F,27.0,14605.0
2705.0,M,52.0,16677.0
2706.0,M,21.0,12358.0
2707.0,M,54.5,16749.5087
2707.0,M,52.0,16466.0
2708.0,M,21.0,17329.0
2708.0,M,21.0,12779.0
2709.0,M,42.0,13084.9562
2710.0,M,27.0,11914.0
2711.0,M,37.0,12396.0
2712.0,M,37.0,22422.0
2713.0,M,32.0,21600.0
2713.0,M,24.5,10823.0087
2713.0,M,32.0,12837.0
2714.0,M,27.0,17474.0
2714.0,M,27.0,16030.4267
2714.0,M,27.0,23368.0
2714.0,M,24.5,19578.4247
2715.0,M,21.0,15765.0
2715.0,M,17.0,14250.5012
2716.0,F,27.0,14807.0
2717.0,M,37.0,20524.0
2718.0,F,27.0,21600.0
2718.0,F,27.0,14591.0
2718.0,F,27.0,21600.0
2718.0,F,32.0,21600.0
2719.0,M,37.0,20398.2572
2720.0,F,52.0,15123.6722
2720.0,F,52.0,19250.4917
2720.0,F,52.0,21600.0
2720.0,F,52.0,16822.0
2721.0,M,32.0,21600.0
2721.0,M,34.5,16158.8342
2722.0,M,21.0,14672.0
2723.0,M,27.0,14244.0
2724.0,M,32.0,10870.0
2725.0,M,47.0,20369.0
2726.0,M,44.5,10352.8397
2726.0,M,42.0,10299.5012
2726.0,M,44.5,10281.7217
2727.0,F,32.0,15236.0
2728.0,M,27.0,14125.0
2729.0,M,27.0,13693.0
2731.0,F,42.0,21600.0
2731.0,F,42.0,13819.0
2731.0,F,42.0,14683.0
2731.0,F,47.0,21600.0
2731.0,F,42.0,21600.0
2731.0,F,42.0,13529.4437
2731.0,F,42.0,14640.0
2732.0,F,52.0,17551.5617
2733.0,M,52.0,14251.0
2734.0,F,52.0,23861.3087
2735.0,M,22.0,11320.8347
2735.0,M,21.0,11389.9772
2735.0,M,21.0,13028.0
2736.0,F,21.0,18622.0
2737.0,F,32.0,21600.0
2737.0,F,32.0,16294.0
2738.0,M,42.0,13255.0
2739.0,F,32.0,16566.0
2740.0,F,37.0,17746.0
2740.0,F,37.0,21600.0
2741.0,F,21.0,21609.2387
2742.0,M,37.0,13140.0
2743.0,F,27.0,25527.0
2744.0,M,37.0,16539.0
2745.0,M,42.0,21600.0
2745.0,M,44.5,21600.0
2745.0,M,34.5,12994.0832
2745.0,M,37.0,15225.0
2746.0,M,42.0,14043.0737
2746.0,M,37.0,13833.6707
2746.0,M,37.0,15246.0
2746.0,M,34.5,13565.0027
2748.0,M,34.5,12539.7182
2748.0,M,37.0,11642.8412
2749.0,F,37.0,14378.0
2750.0,F,32.0,16856.0
2750.0,F,32.0,14487.5612
2750.0,F,27.0,14845.1267
2751.0,M,21.0,13008.0
2751.0,M,22.0,11538.1397
2752.0,M,32.0,17199.0
2752.0,M,32.0,14323.5947
2753.0,M,32.0,21600.0
2753.0,M,32.0,16853.0
2753.0,M,32.0,13191.6332
2754.0,M,47.0,20551.0
2756.0,M,47.0,16801.0
2757.0,M,44.5,13598.5862
2757.0,M,47.0,21600.0
2757.0,M,47.0,14550.7772
2757.0,M,47.0,13628.2187
2758.0,M,52.0,13387.0
2759.0,M,37.0,15222.0
2760.0,M,42.0,12620.7137
2760.0,M,44.5,12650.3462
2760.0,M,42.0,21600.0
2760.0,M,42.0,13096.0
2761.0,M,54.5,12470.5757
2761.0,M,52.0,14421.0
2762.0,M,21.0,20941.0
2763.0,M,37.0,16160.0
2763.0,M,32.0,13262.0
2764.0,F,27.0,15753.0
2765.0,M,44.5,15604.0
2765.0,M,47.0,21600.0
2765.0,M,44.5,21600.0
2765.0,M,44.5,13061.2502
2765.0,M,44.5,12211.7852
2765.0,M,47.0,21600.0
2765.0,M,44.5,12450.8207
2765.0,M,47.0,21600.0
2765.0,M,44.5,12533.7917
2765.0,M,47.0,14892.0
2766.0,M,62.0,12381.0
2766.0,M,67.0,12353.0
2767.0,F,32.0,17982.0
2768.0,M,37.0,13595.0
2768.0,M,37.0,13860.0
2768.0,M,37.0,15992.0
2769.0,M,47.0,15834.0
2770.0,M,57.0,16553.0
2770.0,M,54.5,15917.8232
2771.0,M,37.0,21600.0
2772.0,M,42.0,12532.0
2772.0,M,42.0,15948.0
