,PARTICIPANT ID,EVENT DATE,EVENT NAME,EVENT TYPE,TIME,CATEGORY
3768,3768,2016-08-28,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,M60-64
3769,3769,2016-05-22,Courses Thematiques Marathon SSQ de Longueuil,Demi marathon,01:28:12,M40-49
3770,3770,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:48:50,M40-44
3771,3771,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M40-44
3772,3772,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:57:02,M35-39
3773,3773,2015-05-31,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Ouvert,01:13:00,M35-39
3774,3774,2015-11-01,Course d'Oka,Demi Marathon,02:06:29,M50-59
3775,3775,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:33:22,M50-54
3776,3776,2012-09-23,Marathon Oasis de Montreal,Marathon,03:55:56,M30-34
3777,3777,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:48:27,M18-24
3778,3778,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:56:55,M40-44
3779,3779,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,F18-24
3780,3780,2013-09-22,Marathon Oasis de Montreal,Marathon,04:12:10,M35-39
3781,3781,2013-09-22,Marathon Oasis de Montreal,Marathon,04:35:45,M25-29
3782,3782,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:36:48,M18-24
3783,3783,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:56:40,M40-44
3784,3784,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:55:18,M30-34
3785,3785,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:36:01,M35-39
3786,3786,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:30:23,F45-49
3787,3787,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:35:47,M55-59
3788,3788,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:06:46,M45-49
3789,3789,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:33:35,M45-49
3790,3790,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:11:04,F45-49
3791,3791,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:05:54,M40-44
3792,3792,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:59:37,M60-64
3793,3793,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:32:27,M25-29
3794,3794,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:07:28,M40-44
3795,3795,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:12:05,M35-39
3796,3796,2012-09-23,Marathon Oasis de Montreal,Marathon,04:32:39,M55-59
3797,3797,2013-09-22,Marathon Oasis de Montreal,Marathon,04:15:23,M50-54
3798,3798,2012-09-23,Marathon Oasis de Montreal,Marathon,04:46:44,M18-24
3799,3799,2015-09-20,Army Run - Course de l'Armée,1/2 Marathon - Demi-marathon,02:38:03,M55-59
3800,3800,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:51:41,M30-34
3801,3801,2012-09-23,Marathon Oasis de Montreal,Marathon,03:59:13,M25-29
3802,3802,2012-09-23,Marathon Oasis de Montreal,Marathon,04:03:47,M35-39
3803,3803,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,P'tit Marathon 1 km Tel-Jeunes,00:06:15,GARCONS 8
3804,3804,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:29:20,M30-34
3805,3805,2012-09-23,Marathon Oasis de Montreal,Marathon,03:33:46,M40-44
3806,3806,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:16:25,M30-34
3807,3807,2012-09-23,Marathon Oasis de Montreal,Marathon,03:46:16,M35-39
3808,3808,2012-09-23,Marathon Oasis de Montreal,Marathon,04:43:33,F40-44
3809,3809,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:13:29,M35-39
3810,3810,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:55:17,M25-29
3811,3811,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:47:31,M40-44
3812,3812,2014-10-05,Marathon de Rimouski,10 km,01:05:55,M30-39
3813,3813,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:32:56,F55-59
3814,3814,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F25-29
3815,3815,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:34:59,M55-59
3816,3816,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:19:30,F18-24
3817,3817,2013-08-18,Ironman Mont-Tremblant,Overall Results,13:47:22,M25-29
3818,3818,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:20:10,F30-34
3819,3819,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:01:09,M40-44
3820,3820,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M45-49
3821,3821,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:55:25,M35-39
3822,3822,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:03:31,M30-34
3823,3823,2013-09-22,Marathon Oasis de Montreal,Marathon,03:04:18,M35-39
3824,3824,2012-09-23,Marathon Oasis de Montreal,Marathon,04:10:15,M50-54
3825,3825,2016-09-11,Triathlon Esprit de Montreal,Triathlon Olympique,-1,M35-39
3826,3826,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:33:45,M35-39
3827,3827,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:22:23,F40-44
3828,3828,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:24:16,F50-54
3829,3829,2013-09-22,Marathon Oasis de Montreal,Marathon,04:27:25,M35-39
3830,3830,2016-08-14,Demi-marathon de Mont-Tremblant,10 km,00:56:20,F40-49
3831,3831,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:29:32,M30-34
3832,3832,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,M35-39
3833,3833,2016-08-24,Ironman Mont-Tremblant,Overall Results,12:38:29,M30-34
3834,3834,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,-1,M35-39
3835,3835,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:16:56,F50-54
3836,3836,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:11:02,M50-54
3837,3837,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:08:06,M50-54
3838,3838,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:18:43,M40-44
3839,3839,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:24:54,M18-24
3840,3840,2013-09-22,Marathon Oasis de Montreal,Marathon,04:01:38,F18-24
3841,3841,2015-03-29,Around the Bay 30K Road Race,30 km,02:36:44,F35-39
3842,3842,2016-08-27,Marathon SSQ Lévis-Québec,Course des jeunes Tanguay,-1,M13-14
3843,3843,2016-08-24,Ironman Mont-Tremblant,Overall Results,12:38:57,M45-49
3844,3844,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:21:33,M18-24
3845,3845,2013-09-22,Marathon Oasis de Montreal,Marathon,03:35:58,M40-44
3846,3846,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:13:02,M35-39
3847,3847,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:38:22,M50-54
3848,3848,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:54:44,M35-39
3849,3849,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:29,M30-34
3850,3850,2013-09-22,Marathon Oasis de Montreal,Marathon,04:27:25,F18-24
3851,3851,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:46,F55-59
3852,3852,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:23:51,F18-24
3853,3853,2012-09-23,Marathon Oasis de Montreal,Marathon,04:03:23,F40-44
3854,3854,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:02:40,F18-24
3855,3855,2015-11-08,DEMI-MARATHON DES MICROBRASSERIES,21 KM,01:49:37,M40-49
3856,3856,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:01:02,F35-39
3857,3857,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:53,M45-49
3858,3858,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:37:47,M25-29
3859,3859,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:29:11,M35-39
3860,3860,2016-02-21,Défi Hivernal Ile Bizard,10 KM,00:51:34,M40-49
3861,3861,2013-09-22,Marathon Oasis de Montreal,Marathon,03:32:07,M40-44
3862,3862,2013-09-22,Marathon Oasis de Montreal,Marathon,04:23:03,M50-54
3863,3863,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:48:38,M25-29
3864,3864,2015-05-03,Demi-marathon international Oasis de Lévis,Demi-marathon,-1,M30-39
3865,3865,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:54:01,M55-59
3866,3866,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:10:34,M40-44
3867,3867,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M55-59
3868,3868,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M30-34
3869,3869,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5 km,00:36:41,F50-54
3870,3870,2015-10-11,Demi-marathon des couleurs Promutuel,Marathon,03:38:34,M40-49
3871,3871,2013-09-22,Army Run - Course de l'armee,Half Marathon - Demi Marathon,02:08:49,M45-49
3872,3872,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:33:23,M45-49
3873,3873,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:46:55,M50-54
3874,3874,2015-09-26,Pearson Runway Run,5 km,00:32:58,F40-49
3875,3875,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:45:36,F35-39
3876,3876,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:47:40,M60-64
3877,3877,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:25:02,M25-29
3878,3878,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:50:49,F35-39
3879,3879,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,M18-24
3880,3880,2016-04-30,Marathon des Érables,Marathon,04:39:19,M50-59
3881,3881,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M18-24
3882,3882,2015-09-13,LA COURSE DE LA FONDATION HOTEL-DIEU-DE-SOREL,5 km - Course,00:29:10,M40-49
3883,3883,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F45-49
3884,3884,2016-07-31,Triathlon de Charlevoix,Triathlon Sprint,-1,F40-44
3885,3885,2013-09-22,Marathon Oasis de Montreal,Marathon,04:36:41,M18-24
3886,3886,2016-06-05,Demi-Marathon des Vignobles,15 km,01:00:26,M40-49
3887,3887,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:18:15,F25-29
3888,3888,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:22:48,M25-29
3889,3889,2013-09-22,Marathon Oasis de Montreal,Marathon,03:46:00,M35-39
3890,3890,2016-06-05,Demi-Marathon des Vignobles,30 km,02:33:34,M60-69
3891,3891,2015-06-20,Mud Hero Montreal,6km Obstacle Course,01:26:01,M40-44
3892,3892,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:05:29,M35-39
3893,3893,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:39,M40-44
3894,3894,2016-07-03,Demi-Marathon de Sherbrooke,Demi Marathon,01:53:28,M30-39
3895,3895,2014-11-02,Course d'Oka Race,21.1 KM,02:00:37,M50-59
3896,3896,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:25:53,M40-44
3897,3897,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:05:49,F25-29
3898,3898,2013-09-22,Marathon Oasis de Montreal,Marathon,05:23:17,M45-49
3899,3899,2016-06-19,Courses Thematiques Tour du Lac Brome Merrell,20 km,01:10:48,M40-49
3900,3900,2013-09-22,Marathon Oasis de Montreal,Marathon,03:52:08,M35-39
3901,3901,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:02:58,M30-34
3902,3902,2016-07-15,Demi-Marathon de la Bande du Canal,10 km,-1,M30-39
3903,3903,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:33:33,M35-39
3904,3904,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:49:18,M25-29
3905,3905,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:35:58,M30-39
3906,3906,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5 km,00:28:29,F50-54
3907,3907,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:41:29,M50-54
3908,3908,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:46:04,F18-24
3909,3909,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:48:32,M50-54
3910,3910,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:06:34,M09
3911,3911,2012-09-23,Marathon Oasis de Montreal,Marathon,04:06:00,M30-34
3912,3912,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:49:59,M30-34
3913,3913,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M20-24
3914,3914,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:23:28,M40-44
3915,3915,2013-09-22,Marathon Oasis de Montreal,10km,00:53:02,F30-34
3916,3916,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:10:31,M60-64
3917,3917,2014-10-11,BeauceRUN,10K,00:40:13,M30-39
3918,3918,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:59:48,M50-54
3919,3919,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:41:55,F35-39
3920,3920,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:20:16,M25-29
3921,3921,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:29:32,M60-64
3922,3922,2012-09-23,Marathon Oasis de Montreal,Marathon,03:44:04,M45-49
3923,3923,2012-09-23,Marathon Oasis de Montreal,Marathon,03:15:11,M30-34
3924,3924,2015-05-03,Demi-marathon international Oasis de Lévis,Demi-marathon,-1,M40-49
3925,3925,2013-09-22,Marathon Oasis de Montreal,Marathon,05:06:33,M50-54
3926,3926,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:48:15,M50-54
3927,3927,2014-06-01,Triathlon de Joliette,COUPE DU QUEBEC Duathlon SPRINT,01:04:03,M30-39
3928,3928,2016-07-15,Demi-Marathon de la Bande du Canal,Demi-marathon,02:05:14,M30-39
3929,3929,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:00:17,M50-54
3930,3930,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F30-34
3931,3931,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:34:40,M35-39
3932,3932,2013-09-22,Marathon Oasis de Montreal,Marathon,04:20:57,F25-29
3933,3933,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:16:27,M18-24
3934,3934,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F45-49
3935,3935,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:22:54,M50-54
3936,3936,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:14:39,M25-29
3937,3937,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:40:39,M35-39
3938,3938,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:00:02,F45-49
3939,3939,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,06:37:58,M40-44
3940,3940,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:50:10,M35-39
3941,3941,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:27:52,F40-44
3942,3942,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:15:47,M55-59
3943,3943,2015-04-26,Course du printemps du Cégep de Trois-Rivières,10 km,00:47:47,M-SEN-II
3944,3944,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
3945,3945,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:01,M18-24
3946,3946,2015-06-07,LA GRANDE VIRÉE DES SENTIERS,20 km,01:44:14,M30-39
3947,3947,2013-06-02,Course de la Bataille des Plaines,10 km,00:43:12,M40-49
3948,3948,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:08:20,M35-39
3949,3949,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:55:48,M30-34
3950,3950,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:15:51,F30-34
3951,3951,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:00:33,M45-49
3952,3952,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:33:32,M25-29
3953,3953,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:37:51,M35-39
3954,3954,2012-09-23,Marathon Oasis de Montreal,Marathon,04:30:36,M30-34
3955,3955,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:32:46,M35-39
3956,3956,2016-05-08,Sporting Life 10K Ottawa,10 km,-1,F40-44
3957,3957,2012-09-23,Marathon Oasis de Montreal,Marathon,03:33:40,M60-64
3958,3958,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:02:24,F18-24
3959,3959,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:22,M40-44
3960,3960,2016-05-01,Mississauga Marathon Races,Half Marathon Run,02:15:24,M40-49
3961,3961,2012-09-23,Marathon Oasis de Montreal,Marathon,03:34:05,M35-39
3962,3962,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:57:28,M65-69
3963,3963,2013-09-22,Marathon Oasis de Montreal,Marathon,04:07:28,M18-24
3964,3964,2016-06-18,Tour du Cap Tourmente Simard,21.1 KM,01:43:16,M50-59
3965,3965,2016-09-11,Triathlon Esprit de Montreal,Triathlon Sprint,-1,M30-34
3966,3966,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:09:33,M12-14
3967,3967,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,M30-34
3968,3968,2015-08-16,Ironman Mont-Tremblant,Overall,10:50:11,M18-24
3969,3969,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:30:10,F18-24
3970,3970,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:56:25,M55-59
3971,3971,2013-09-22,Marathon Oasis de Montreal,Marathon,03:00:45,M35-39
3972,3972,2015-08-30,Marathon SSQ Lévis-Québec,Marathon,-1,M60-69
3973,3973,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:52:29,F50-54
3974,3974,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:21:39,F50-54
3975,3975,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:32:31,F30-34
3976,3976,2015-07-11,Vert le Raid - Québec Méga Trail,50 KM,04:45:39,M30-39
3977,3977,2014-08-03,Défi Boréal Sainte-Anne-de-Bellevue,10 KM,00:46:44,M40-49
3978,3978,2016-04-24,Banque Scotia 21K de Montreal,Demi Marathon,-1,M45-49
3979,3979,2016-09-04,Courses Thematiques 30 km sur les rives de Boucherville,15 km,01:14:19,M40-49
3980,3980,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:12:17,M30-34
3981,3981,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:53:00,F35-39
3982,3982,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:04:53,M40-44
3983,3983,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:34:59,M40-44
3984,3984,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:57:34,F30-34
3985,3985,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,-1,M35-39
3986,3986,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 km,00:50:16,M45-49
3987,3987,2015-02-22,Demi-marathon des glaces,Demi-marathon,02:05:25,F40-49
3988,3988,2013-09-22,Marathon Oasis de Montreal,Marathon,04:59:19,F55-59
3989,3989,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:52:11,M30-34
3990,3990,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:53:26,M25-29
3991,3991,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,F18-24
3992,3992,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:49:17,M25-29
3993,3993,2016-05-01,Demi-marathon international Oasis de Lévis,Demi-marathon,-1,F40-44
3994,3994,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:07:49,M40-44
3995,3995,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:31:51,M45-49
3996,3996,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:21:12,M18-24
3997,3997,2013-09-22,Marathon Oasis de Montreal,Marathon,05:04:52,M25-29
3998,3998,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:23:01,M30-34
3999,3999,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:33:22,M25-29
4000,4000,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:58:51,M25-29
4001,4001,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:42:02,F40-44
4002,4002,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:40:51,M18-24
4003,4003,2013-09-22,Marathon Oasis de Montreal,Marathon,04:13:56,F45-49
4004,4004,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:58:20,M40-44
4005,4005,2014-10-19,Classique Du Parc La Fontaine,10 km,01:00:48,M30-39
4006,4006,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:19:49,M35-39
4007,4007,2016-05-08,Sporting Life 10K Toronto,10km,-1,M20-24
4008,4008,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:30:55,M35-39
4009,4009,2016-07-10,MEC Ottawa race 3 - Heggtveit’s Revenge TRAIL,5 KM,00:37:34,M40-49
4010,4010,2013-09-22,Marathon Oasis de Montreal,Marathon,03:52:50,M45-49
4011,4011,2013-09-22,Marathon Oasis de Montreal,Marathon,03:38:14,M40-44
4012,4012,2015-09-13,Demi-Marathon de la Côte-de-Beaupré,DEMI-MARATHON,01:26:07,M20-29
4013,4013,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:20:49,M45-49
4014,4014,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:07:40,M30-34
4015,4015,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:11:40,F40-44
4016,4016,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:36:02,M55-59
4017,4017,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:38:24,M35-39
4018,4018,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:09:20,M30-34
4019,4019,2015-10-18,Classique du Parc La Fontaine,5 km,00:37:11,F40-49
4020,4020,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:31:22,M45-49
4021,4021,2015-06-20,5i50 Mont-Tremblant,Sprint Individuel,-1,F30-39
4022,4022,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:36:24,F50-54
4023,4023,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
4024,4024,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:02,F25-29
4025,4025,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F40-44
4026,4026,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5 km,00:23:59,M45-49
4027,4027,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:51:32,M40-44
4028,4028,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:09:05,M50-54
4029,4029,2014-06-15,Defi des escaliers,Le Super Defi,01:47:58,M60-69
4030,4030,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:18:20,F35-39
4031,4031,2013-09-22,Marathon Oasis de Montreal,Marathon,03:52:22,M55-59
4032,4032,2012-09-23,Marathon Oasis de Montreal,Marathon,03:55:33,M45-49
4033,4033,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:08:56,M50-54
4034,4034,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:32:54,M25-29
4035,4035,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:16:47,M55-59
4036,4036,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:47:11,M60-69
4037,4037,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:17:43,F50-54
4038,4038,2016-05-01,Goodlife Fitness Toronto Marathon,Marathon,03:42:50,M40-44
4039,4039,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:23:34,F40-44
4040,4040,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:55:16,M50-54
4041,4041,2015-07-18,Triathlon de Québec,Triathlon Sprint,01:17:12,F20-29
4042,4042,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:56:43,M25-29
4043,4043,2015-06-21,LA FOULÉE DES PARCS,5 km,00:29:29,M50-59
